round,student,regime,target_job,target_skill,attempted,accepted,action,resource,alignment_effort,realized_gain,evidence_gain,weak_before,strong_after,gap_before,gap_after,seed
1,50,R0,15,34,False,False,generic,0.5279467824839226,0.0,0.0001811027312426,0.0065608724747566,True,False,0.4518560023153821,0.4518560023153821,1000
1,51,R0,6,9,False,False,generic,0.1317081952827796,0.0,0.0170419673822006,0.0097503743530285,True,False,0.560886980817343,0.560886980817343,1000
1,52,R0,28,37,False,False,generic,0.3421572240713607,0.0,0.0070782687774042,0.012576923427763,True,False,0.8046478897673713,0.8024404311179125,1000
1,53,R0,23,51,False,False,generic,0.6036159631441683,0.0,0.0020107960378512,0.0031195490276646,True,False,0.5342674087380719,0.5342674087380719,1000
1,56,R0,24,56,False,False,generic,0.4709597905156488,0.0,0.0186232401991602,0.0176228881443,True,False,0.2982054965357522,0.2982054965357522,1000
1,57,R0,5,32,False,False,generic,0.8090537492155264,0.0,0.0192628620775146,0.0079785539155337,True,False,0.5005931780431416,0.4947848706045871,1000
1,59,R0,26,49,False,False,generic,0.7711088320587015,0.0,0.0081115928245388,0.0094915891667079,True,False,0.3915242222153202,0.3915242222153202,1000
1,60,R0,10,29,False,False,generic,0.8698985847017889,0.0,0.002534869367579,0.009050954002918,True,False,0.309121754371191,0.309121754371191,1000
1,61,R0,23,7,False,False,generic,0.2416708408592723,0.0,0.0035077401963609,0.0073456953909422,True,False,0.3460298680691646,0.3451566091173609,1000
1,63,R0,17,0,False,False,generic,0.4166128885167082,0.0,0.0052678457969808,0.0120552167065263,True,False,0.5091233880869867,0.5091233880869867,1000
1,64,R0,20,49,False,False,generic,0.7344706196112383,0.0,0.0107299625543272,0.0011639444155433,True,False,0.50702427102591,0.50702427102591,1000
1,65,R0,24,7,False,False,generic,0.4673371930948732,0.0,0.0091664441751583,0.0037018801026052,True,False,0.766027201874151,0.766027201874151,1000
1,66,R0,2,10,False,False,generic,0.401001408542034,0.0,0.0,0.0089838963738717,True,False,0.5046276499615849,0.5046276499615849,1000
1,67,R0,27,43,False,False,generic,0.7604139539914074,0.0,0.0049382527410267,0.0085665717778906,True,False,0.5197433653453348,0.5189099497526392,1000
1,68,R0,26,45,False,False,generic,0.5650686274986593,0.0,0.0,0.0,True,False,0.5884598077210953,0.5884598077210953,1000
1,70,R0,17,23,False,False,generic,0.1232625660084873,0.0,0.0161735242132825,0.0026894902546622,True,False,0.7543349215694827,0.7543349215694827,1000
1,71,R0,14,8,False,False,generic,0.7179676335211604,0.0,0.007082070049533,0.0006077060920456,True,False,0.4495318420820222,0.4479740939818239,1000
1,73,R0,6,55,False,False,generic,0.5969565718810445,1.0,0.0120597909247545,0.0070475807811332,True,False,0.5133738859085986,0.5109402554369403,1000
1,75,R0,17,60,False,False,generic,0.5064376121596886,0.0,0.0032392426539903,0.0010922190266768,True,False,0.3894953602092053,0.3894953602092053,1000
1,76,R0,5,32,False,False,generic,0.7678515966675123,0.0,0.018679752561376,0.0076883689436607,False,False,0.6258814410726539,0.6258814410726539,1000
1,77,R0,22,46,False,False,generic,0.1776617251299825,0.0,0.0123691217415321,0.0094689846321563,True,False,0.6173976461102851,0.6152346881950544,1000
1,79,R0,24,11,False,False,generic,0.7684357952612547,0.0,0.0,0.0073469866117288,False,True,0.7877311471243393,0.7877311471243393,1000
1,81,R0,1,71,False,False,generic,0.2652638925246465,0.0,0.0261887446786639,0.0165216638719728,False,False,0.5407311695588594,0.5407311695588594,1000
1,82,R0,3,41,False,False,generic,0.7412123664193072,0.0,0.0180794910562057,0.0132780546002402,True,False,0.8589895827784529,0.8589895827784529,1000
1,83,R0,20,20,False,False,generic,0.7237393693932179,0.0,0.0184896065985187,0.012433065079216,True,False,0.7586389616581748,0.7586389616581748,1000
1,85,R0,3,21,False,False,generic,0.539017085064251,0.0,0.0186491956752861,0.0,True,False,0.719762371034873,0.7157255883685906,1000
1,86,R0,28,26,False,False,generic,0.0986787836971881,0.0,0.0,0.0,True,False,0.7862039259826727,0.7862039259826727,1000
1,88,R0,9,28,False,False,generic,0.917864327125076,0.0,0.0084244533072908,0.0095192325682997,False,True,0.433876037498055,0.4313260466005936,1000
1,89,R0,0,24,False,False,generic,0.5667263427834139,0.0,0.0148217722532204,0.0148703712171526,True,False,0.5343355413439995,0.5315241483935144,1000
1,90,R0,19,31,False,False,generic,0.4787559352459664,1.0,0.004239582011671,0.0,True,False,0.7121284086604217,0.711284285766715,1000
1,91,R0,8,72,False,False,generic,0.6347439224596445,0.0,0.0401414702123402,0.011479137712729,True,False,0.4379997845800685,0.4379997845800685,1000
1,92,R0,24,62,False,False,generic,0.4801842820575242,0.0,0.0174830277046454,0.0,False,False,0.0051231061737268,0.0051231061737268,1000
1,93,R0,5,62,False,False,generic,0.5185704310922016,0.0,0.0069230348494647,0.0029104604373166,True,False,0.4590810628965769,0.4590810628965769,1000
1,94,R0,18,65,False,False,generic,0.8161618111200404,1.0,0.0034406634108713,0.0030548680176267,True,False,0.7465942049074008,0.7453811327515791,1000
1,95,R0,3,65,False,False,generic,0.5964620815269633,0.0,0.004391926460635,0.00298495715588,True,False,0.7194426478732936,0.7184919767067417,1000
1,96,R0,0,43,False,False,generic,0.435349076902339,0.0,0.0048186729915461,0.0041007585277466,True,False,0.7099807883466913,0.7099807883466913,1000
1,99,R0,22,57,False,False,generic,0.8717339593490514,0.0,0.0307231417662238,0.0127139149872657,True,False,0.5848735037293008,0.5848735037293008,1000
1,100,R0,24,9,False,False,generic,0.6207522153112611,0.0,0.0198711452138356,0.0112546158600198,True,False,0.8833073714396424,0.8833073714396424,1000
1,101,R0,26,60,False,False,generic,0.6062905465893254,0.0,0.0180099972534826,0.0,True,False,0.6235512165654052,0.6235512165654052,1000
1,102,R0,18,52,False,False,generic,0.0620840078909923,0.0,0.0107632389775164,0.0,True,False,0.5017716447077438,0.5017716447077438,1000
1,104,R0,24,24,False,False,generic,0.5320859796096551,0.0,0.0106336886255559,0.0,False,False,0.284232862852636,0.284232862852636,1000
1,105,R0,24,51,False,False,generic,0.6701698216594183,0.0,0.0,0.0034265020084005,True,False,0.1899650091695106,0.1899650091695106,1000
1,106,R0,8,22,False,False,generic,0.2781510425511841,0.0,0.0132588550093019,0.0,True,False,0.5372877352392487,0.5372877352392487,1000
1,108,R0,2,26,False,False,generic,0.73771902859173,0.0,0.0052234402829532,0.0046293745615369,True,False,0.7801901588443784,0.7801901588443784,1000
1,109,R0,25,5,False,False,generic,0.4512876144629852,0.0,0.0095549590982861,0.004051647614338,False,False,0.5139653212657942,0.5139653212657942,1000
1,110,R0,19,38,False,False,generic,0.5294377736335583,0.0,0.0081113440276794,0.0084389456330949,True,False,0.4223296382887719,0.4223296382887719,1000
1,111,R0,27,39,False,False,generic,0.2989884451379401,0.0,0.0043896963185368,0.0056733824389403,True,False,0.7949342621555002,0.7949342621555002,1000
1,112,R0,13,52,False,False,generic,0.376459817789856,0.0,0.0176991829996903,0.0,True,False,0.4717939501890542,0.4717939501890542,1000
1,113,R0,5,6,False,False,generic,0.6960745326938569,0.0,0.003874286861595,0.0146565999705438,False,True,0.527736033300519,0.5265678242822153,1000
1,114,R0,22,32,False,False,generic,0.5116394923852003,0.0,0.0196760618213137,0.0,False,True,0.5631996617040722,0.5631996617040722,1000
1,116,R0,9,28,False,False,generic,0.8124783496948482,0.0,0.0011507690633241,0.0,False,True,0.4881264794680468,0.4881264794680468,1000
1,117,R0,20,31,False,False,generic,0.5626529437150214,0.0,0.0052263465872229,0.0087988083217521,False,True,0.3332622654740625,0.3316465177195217,1000
1,118,R0,15,31,False,False,generic,0.4204825392041392,0.0,0.004400609259557,0.0092170069042903,True,False,0.7782111829531058,0.7775011380838152,1000
1,119,R0,14,31,False,False,generic,0.3586721226726879,0.0,0.0059768136512748,0.0110259790652333,True,False,0.60824296566871,0.60824296566871,1000
2,1,R0,7,50,False,False,generic,0.3548365598892034,0.0,0.0163643716257411,0.0,True,False,0.6580251960763588,0.6580251960763588,1000
2,2,R0,7,72,False,False,generic,0.3930510846626555,0.0,0.0009288374507026,0.0007897795227699,True,False,0.4289509105270522,0.428769192831846,1000
2,6,R0,22,28,False,False,generic,0.5028888634148974,0.0,0.0179403984498952,0.0045011828445903,True,False,0.7416546373416103,0.7416546373416103,1000
2,7,R0,24,62,False,False,generic,0.6312534740606498,0.0,0.0129540469912327,0.0086037962724791,False,False,0.5567832267550691,0.5524463882777985,1000
2,9,R0,26,52,False,False,generic,0.639163019576467,1.0,0.0124232530038212,0.0,True,False,0.6238183593136678,0.6201720122380763,1000
2,13,R0,6,25,False,False,generic,0.609056347174334,0.0,0.0,0.0046466870376212,False,True,0.4816558022328203,0.4816558022328203,1000
2,19,R0,4,42,False,False,generic,0.4847936901999605,0.0,0.0126300342715865,0.0141790325451557,True,False,0.5091527805893614,0.5091527805893614,1000
2,20,R0,3,36,False,False,generic,0.5158908236541704,0.0,0.0100763687634505,0.0072383340914466,True,False,0.6525248932816002,0.6525248932816002,1000
2,21,R0,12,6,False,False,generic,0.3388395064578726,0.0,0.0051314156025338,0.000736567367364,True,False,0.7247597663693427,0.7247597663693427,1000
2,23,R0,19,63,False,False,generic,0.6520402381118959,0.0,0.0186013146119398,0.0032181962010713,True,False,0.3704113637202925,0.3704113637202925,1000
2,24,R0,29,63,False,False,generic,0.6410128073069619,0.0,0.0101515674471335,0.0114688262062535,True,False,0.6183844419186961,0.6183844419186961,1000
2,27,R0,15,21,False,False,generic,0.6965250411809991,0.0,0.0094108543317663,0.0022107226293903,True,False,0.7445110925398433,0.7445110925398433,1000
2,28,R0,9,7,False,False,generic,0.2595541385655563,0.0,0.002366439323958,0.0,True,False,0.6889914085516504,0.6889914085516504,1000
2,29,R0,17,27,False,False,generic,0.5835998811123412,0.0,0.0007604822230838,0.0121562298719797,True,False,0.4842893351426658,0.4841632885371583,1000
2,30,R0,5,6,False,False,generic,0.1871888695093915,1.0,0.0,0.001258808714641,True,False,0.7462822148029216,0.7462822148029216,1000
2,31,R0,8,54,False,False,generic,0.5745710942557171,1.0,0.0166649358173045,0.0094657683096217,True,False,0.7826272143564577,0.7778955808963902,1000
2,33,R0,7,60,False,False,generic,0.4047728848197262,0.0,0.0045830274297221,0.0021194536209239,True,False,0.6956008622949554,0.6947042391226605,1000
2,35,R0,29,12,False,False,generic,0.2168207471850339,0.0,0.0088982494729209,0.0,True,False,0.2860219567955263,0.2860219567955263,1000
2,37,R0,8,50,False,False,generic,0.8350498148902974,0.0,0.0,0.0087695051106465,True,False,0.770805845726771,0.770805845726771,1000
2,39,R0,23,30,False,False,generic,0.6417251707603758,0.0,0.0209603483392029,0.0151756415175014,False,True,0.503952799125642,0.4987346783996199,1000
2,40,R0,10,67,False,False,generic,0.3939287408052683,0.0,0.0125185996947445,0.0083195973956316,True,False,0.728960679716694,0.728960679716694,1000
2,42,R0,10,64,False,False,generic,0.2644600892592694,0.0,0.0078667422370934,0.0,True,False,0.7309226938703053,0.7309226938703053,1000
2,43,R0,26,10,False,False,generic,0.8479972063218032,0.0,0.001292775162918,0.0104701786030346,False,True,0.6127515293910202,0.6127515293910202,1000
2,46,R0,17,35,False,False,generic,0.6823983044460152,0.0,0.0271800147902144,0.0206219488382522,True,False,0.7404454528652737,0.7359404841783558,1000
2,48,R0,13,16,False,False,generic,0.0796012597124736,0.0,0.0101077818089339,0.0094767101778992,True,False,0.520372289962619,0.520372289962619,1000
2,50,R0,15,67,False,False,generic,0.5279467824839226,0.0,0.0,0.0167793384082257,False,False,0.4518560023153821,0.4518560023153821,1000
2,51,R0,6,11,False,False,generic,0.1317081952827796,0.0,0.0,0.0092741508432762,True,False,0.560886980817343,0.560886980817343,1000
2,52,R0,28,33,False,False,generic,0.3421572240713607,0.0,0.0162214177196006,0.0046943816550328,True,False,0.8024404311179125,0.7973815516125272,1000
2,53,R0,23,45,False,False,generic,0.6036159631441683,0.0,0.0,0.0088140179750737,True,False,0.5342674087380719,0.5342674087380719,1000
2,56,R0,24,21,False,False,generic,0.4709597905156488,0.0,0.0073853331664662,0.0,False,False,0.2982054965357522,0.2957329875919858,1000
2,57,R0,5,6,False,False,generic,0.8090537492155264,0.0,0.0289505204351492,0.0217011654404976,False,True,0.4947848706045871,0.4947848706045871,1000
2,59,R0,26,52,False,False,generic,0.7711088320587015,0.0,0.0145912193273769,0.0050439732087239,False,True,0.3915242222153202,0.3915242222153202,1000
2,63,R0,17,64,False,False,generic,0.4166128885167082,0.0,0.0172536487774313,0.0,True,False,0.5091233880869867,0.5091233880869867,1000
2,64,R0,20,25,False,False,generic,0.7344706196112383,1.0,0.002960495704638,0.0053350255718694,True,False,0.50702427102591,0.5061090209162462,1000
2,65,R0,24,66,False,False,generic,0.4673371930948732,0.0,0.0117614148017828,0.0028761232323553,True,False,0.766027201874151,0.766027201874151,1000
2,66,R0,2,5,False,False,generic,0.401001408542034,0.0,0.0255666964072543,0.0004371559867935,True,False,0.5046276499615849,0.5046276499615849,1000
2,67,R0,27,13,False,False,generic,0.7604139539914074,0.0,0.0169262284007956,0.0066620259950864,True,False,0.5189099497526392,0.5160533558489785,1000
2,68,R0,26,10,False,False,generic,0.5650686274986593,0.0,0.0186570362158696,0.0068411997144358,True,False,0.5884598077210953,0.5829837838951284,1000
2,70,R0,17,64,False,False,generic,0.1232625660084873,0.0,0.0098501810276499,0.0107846201345544,True,False,0.7543349215694827,0.7543349215694827,1000
2,71,R0,14,38,False,False,generic,0.7179676335211604,0.0,0.0238287680042966,0.0144240954348625,True,False,0.4479740939818239,0.4479740939818239,1000
2,73,R0,6,22,False,False,generic,0.5969565718810445,0.0,0.020426146468169,0.0,True,False,0.5109402554369403,0.5109402554369403,1000
2,75,R0,17,1,False,False,generic,0.5064376121596886,0.0,0.0108191659679586,0.0024651138322873,True,False,0.3894953602092053,0.3894953602092053,1000
2,76,R0,5,20,False,False,generic,0.7678515966675123,0.0,0.0111707694954668,0.0015777951624166,False,False,0.6258814410726539,0.6225131324955689,1000
2,77,R0,22,42,False,False,generic,0.1776617251299825,1.0,0.0205729283084848,0.0016158308036188,True,False,0.6152346881950544,0.6116371507906891,1000
2,79,R0,24,30,False,False,generic,0.7684357952612547,0.0,0.0301312033851824,0.0,True,False,0.7877311471243393,0.7877311471243393,1000
2,81,R0,1,5,False,False,generic,0.2652638925246465,0.0,0.0,0.0104821014938489,True,False,0.5407311695588594,0.5407311695588594,1000
2,82,R0,3,65,False,False,generic,0.7412123664193072,0.0,0.0106077180210554,0.0204165926576553,True,False,0.8589895827784529,0.8566934487798723,1000
2,83,R0,20,49,False,False,generic,0.7237393693932179,0.0,0.0071008736489305,0.0004900628432212,False,True,0.7586389616581748,0.7564436957181803,1000
2,85,R0,3,11,False,False,generic,0.539017085064251,0.0,0.0027292773466602,0.0088870749949153,True,False,0.7157255883685906,0.7157255883685906,1000
2,86,R0,28,48,False,False,generic,0.0986787836971881,0.0,0.0119875978764102,0.005607375946841,True,False,0.7862039259826727,0.7824654233274768,1000
2,88,R0,9,8,False,False,generic,0.917864327125076,0.0,0.0093432232118189,0.0052079909547666,True,False,0.4313260466005936,0.4313260466005936,1000
2,89,R0,0,48,False,False,generic,0.5667263427834139,0.0,0.0,0.0,True,False,0.5315241483935144,0.5315241483935144,1000
2,90,R0,19,6,False,False,generic,0.4787559352459664,0.0,0.0101132798763234,0.0099007083856795,True,False,0.711284285766715,0.711284285766715,1000
2,91,R0,8,44,False,False,generic,0.6347439224596445,0.0,0.0479056113837188,0.0191083754962154,True,False,0.4379997845800685,0.4379997845800685,1000
2,93,R0,5,20,False,False,generic,0.5185704310922016,1.0,0.0027590547348735,0.0073505331433881,True,False,0.4590810628965769,0.4582491284687925,1000
2,94,R0,18,17,False,False,generic,0.8161618111200404,0.0,0.0087153766598503,0.0073260501508638,True,False,0.7453811327515791,0.7453811327515791,1000
2,95,R0,3,21,False,False,generic,0.5964620815269633,0.0,0.0086084750460503,0.0,False,False,0.7184919767067417,0.7166285964594599,1000
2,96,R0,0,18,False,False,generic,0.435349076902339,0.0,0.0,0.0019109825943123,True,False,0.7099807883466913,0.7099807883466913,1000
2,100,R0,24,60,False,False,generic,0.6207522153112611,0.0,0.011914562362017,0.0130433821168212,True,False,0.8833073714396424,0.8793185382567453,1000
2,101,R0,26,23,False,False,generic,0.6062905465893254,0.0,0.005923174311502,0.0177242150712103,False,True,0.6235512165654052,0.6235512165654052,1000
2,102,R0,18,20,False,False,generic,0.0620840078909923,0.0,0.0191552701227704,0.0149600767777281,True,False,0.5017716447077438,0.5017716447077438,1000
2,104,R0,24,43,False,False,generic,0.5320859796096551,0.0,0.0383425022025348,0.0216674636453345,True,False,0.284232862852636,0.284232862852636,1000
2,105,R0,24,55,False,False,generic,0.6701698216594183,0.0,0.0064471992110972,0.0017343049756486,True,False,0.1899650091695106,0.1899650091695106,1000
2,106,R0,8,61,False,False,generic,0.2781510425511841,0.0,0.0,0.0078115477702317,True,False,0.5372877352392487,0.5372877352392487,1000
2,108,R0,2,44,False,False,generic,0.73771902859173,0.0,0.0116064631951167,0.0028926904705996,True,False,0.7801901588443784,0.776986254979562,1000
2,109,R0,25,21,False,False,generic,0.4512876144629852,0.0,0.0153711575625267,0.0,True,False,0.5139653212657942,0.5139653212657942,1000
2,110,R0,19,1,False,False,generic,0.5294377736335583,0.0,0.010720944162099,0.0043245796049767,False,False,0.4223296382887719,0.4201950423818011,1000
2,111,R0,27,42,False,False,generic,0.2989884451379401,0.0,0.0093583356199753,0.0053169679482464,True,False,0.7949342621555002,0.7949342621555002,1000
2,112,R0,13,22,False,False,generic,0.376459817789856,0.0,0.0002532045173533,0.0071329599843298,True,False,0.4717939501890542,0.471709568770267,1000
2,113,R0,5,59,False,False,generic,0.6960745326938569,0.0,0.0,0.0017881458042617,True,False,0.5265678242822153,0.5265678242822153,1000
2,114,R0,22,23,False,False,generic,0.5116394923852003,0.0,0.0107874055895488,0.0008102842111474,True,False,0.5631996617040722,0.5613132946044281,1000
2,118,R0,15,41,False,False,generic,0.4204825392041392,0.0,0.0077923790230798,0.0,True,False,0.7775011380838152,0.7775011380838152,1000
2,119,R0,14,72,False,False,generic,0.3586721226726879,0.0,0.0115141909905273,0.008965717572206,True,False,0.60824296566871,0.60824296566871,1000
3,1,R0,7,65,False,False,generic,0.3548365598892034,0.0,0.0058120601447326,0.0,True,False,0.6580251960763588,0.6580251960763588,1000
3,6,R0,22,13,False,False,generic,0.5028888634148974,0.0,0.0107618078831264,0.0047367175869595,True,False,0.7416546373416103,0.7397727464499684,1000
3,7,R0,24,51,False,False,generic,0.6312534740606498,0.0,0.0,0.0015759926476417,True,False,0.5524463882777985,0.5524463882777985,1000
3,9,R0,26,38,False,False,generic,0.639163019576467,0.0,0.0,0.0032320054086525,True,False,0.6201720122380763,0.6201720122380763,1000
3,13,R0,6,6,False,False,generic,0.609056347174334,0.0,0.0174188818721235,0.0011006502024287,False,False,0.4816558022328203,0.4816558022328203,1000
3,19,R0,4,47,False,False,generic,0.4847936901999605,0.0,0.0143198060394892,0.0027980193774991,True,False,0.5091527805893614,0.5091527805893614,1000
3,20,R0,3,45,False,False,generic,0.5158908236541704,0.0,0.0045485180190442,0.0055415373250887,True,False,0.6525248932816002,0.6525248932816002,1000
3,21,R0,12,12,False,False,generic,0.3388395064578726,0.0,0.0157505097903312,0.0,False,False,0.7247597663693427,0.7247597663693427,1000
3,23,R0,19,15,False,False,generic,0.6520402381118959,0.0,0.015151866278367,0.016417040943716,True,False,0.3704113637202925,0.3704113637202925,1000
3,24,R0,29,36,False,False,generic,0.6410128073069619,1.0,0.0089888932275279,0.0204516811439077,True,False,0.6183844419186961,0.6154234648403117,1000
3,27,R0,15,37,False,False,generic,0.6965250411809991,0.0,0.0071037514367042,0.0039090818980231,True,False,0.7445110925398433,0.7445110925398433,1000
3,28,R0,9,28,False,False,generic,0.2595541385655563,0.0,0.0215356987453708,0.0066806060914217,True,False,0.6889914085516504,0.6824727854709527,1000
3,29,R0,17,58,False,False,generic,0.5835998811123412,0.0,0.0039969361397543,0.0029416047076628,True,False,0.4841632885371583,0.4835008138368249,1000
3,30,R0,5,32,False,False,generic,0.1871888695093915,0.0,0.0140522349654545,0.0012209778760092,True,False,0.7462822148029216,0.7420450614375638,1000
3,31,R0,8,50,False,False,generic,0.5745710942557171,0.0,0.0122330580853399,0.0021026399416932,True,False,0.7778955808963902,0.7744222793733541,1000
3,33,R0,7,54,False,False,generic,0.4047728848197262,0.0,0.0,0.0068662685162012,True,False,0.6947042391226605,0.6947042391226605,1000
3,35,R0,29,47,False,False,generic,0.2168207471850339,0.0,0.0091808141295632,0.0,True,False,0.2860219567955263,0.2860219567955263,1000
3,37,R0,8,23,False,False,generic,0.8350498148902974,0.0,0.017721677808683,0.0095434664897897,True,False,0.770805845726771,0.770805845726771,1000
3,39,R0,23,50,False,False,generic,0.6417251707603758,0.0,0.0046137131705276,0.0058132049460105,True,False,0.4987346783996199,0.4987346783996199,1000
3,40,R0,10,44,False,False,generic,0.3939287408052683,0.0,0.0,0.0107750738971501,True,False,0.728960679716694,0.728960679716694,1000
3,42,R0,10,42,False,False,generic,0.2644600892592694,0.0,0.0123171260987135,0.0142204559854961,True,False,0.7309226938703053,0.7309226938703053,1000
3,43,R0,26,19,False,False,generic,0.8479972063218032,0.0,0.0027625283795119,0.0124703517364908,True,False,0.6127515293910202,0.6127515293910202,1000
3,48,R0,13,37,False,False,generic,0.0796012597124736,0.0,0.013014808916179,0.0076428200211787,True,False,0.520372289962619,0.520372289962619,1000
3,50,R0,15,33,False,False,generic,0.5279467824839226,0.0,0.0,0.0,True,False,0.4518560023153821,0.4518560023153821,1000
3,51,R0,6,63,False,False,generic,0.1317081952827796,1.0,0.0062320530894801,0.0069494701255729,True,False,0.560886980817343,0.559629370764716,1000
3,52,R0,28,9,False,False,generic,0.3421572240713607,1.0,0.0120087114558601,0.0137204998759582,True,False,0.7973815516125272,0.793636464387708,1000
