contrast,metric,n,mean_diff,sd_diff,ci_low,ci_high,cohen_dz,p_value,mcse,scenario
R1-R0,search_rounds,10,0.3230398019755001,0.2064987309220547,0.1753195087362301,0.47076009521477,1.56436700861583,0.0007946062745116,0.0653006323647935,high_explanation_uptake
R1-R0,applications_per_hire,10,0.9691194059265,0.6194961927661642,0.5259585262086905,1.4122802856443095,1.5643670086158306,0.0007946062745116,0.1959018970943805,high_explanation_uptake
R1-R0,fill_rate,10,-0.0833333333333333,0.0484322104837852,-0.1179796495743339,-0.0486870170923327,-1.7206180040292132,0.0004104082706725,0.0153156097245446,high_explanation_uptake
R1-R0,vacancy_duration,10,0.8366666666666667,0.3847237264310746,0.5614518920734287,1.1118814412599043,2.1747207390302714,7.250243781857145e-05,0.1216603245429718,high_explanation_uptake
R1-R0,credential_sensitivity,10,-0.0092325886627908,0.0120565950405135,-0.0178573571875138,-0.0006078201380678,-0.7657708193537851,0.0385107160051222,0.0038126301154312,high_explanation_uptake
R1-R0,investment_alignment,10,0.0049042296327855,0.0182449632734639,-0.0081474308440679,0.0179558901096391,0.2687990959082086,0.4173538150991978,0.0057695639770267,high_explanation_uptake
R1-R0,total_gap_reduction,10,0.0003713640797855,0.0004676043263789,3.686009564866417e-05,0.0007058680639225,0.7941844393557924,0.0332325951845166,0.0001478694715106,high_explanation_uptake
R1-R0,evidence_conversion,10,0.0,0.0,,,,,0.0,high_explanation_uptake
R1-R0,evidence_opportunity_gap,10,0.0866666666666666,0.1146115285175788,0.0046785182377628,0.1686548150955705,0.7561775659712444,0.0404747999366073,0.036243347622889,high_explanation_uptake
R2-R1,placement_rate,10,0.0033333333333333,0.0193250301454734,-0.0104909604393223,0.017157627105989,0.1724878723728206,0.5986970046727278,0.0061111111111111,high_explanation_uptake
R2-R1,ground_truth_fit,10,0.0068007167749418,0.0096992147197839,-0.0001376834573479,0.0137391170072316,0.7011615859034567,0.0538034307784232,0.0030671610029549,high_explanation_uptake
R2-R1,search_rounds,10,-0.0483535760984611,0.1736683595104647,-0.1725884364228682,0.0758812842259459,-0.2784247875361978,0.4015112720553691,0.0549187573558033,high_explanation_uptake
R2-R1,applications_per_hire,10,-0.145060728295383,0.5210050785313938,-0.5177653092686041,0.2276438526778379,-0.2784247875361972,0.4015112720553699,0.1647562720674098,high_explanation_uptake
R2-R1,fill_rate,10,0.0066666666666666,0.0386500602909468,-0.0209819208786447,0.034315254211978,0.1724878723728206,0.5986970046727278,0.0122222222222222,high_explanation_uptake
R2-R1,vacancy_duration,10,-0.0233333333333332,0.4222368418521576,-0.3253833741075175,0.278716707440851,-0.0552612444498701,0.8651430093522811,0.1335230132289127,high_explanation_uptake
R2-R1,credential_sensitivity,10,-0.0166593680399196,0.0078191282458549,-0.0222528354292622,-0.0110659006505769,-2.1305914823370387,8.484054132577784e-05,0.0024726254573858,high_explanation_uptake
R2-R1,investment_alignment,10,0.3302547447012302,0.0252632405307963,0.3121825111203271,0.3483269782821334,13.072540884002755,1.4135076965454874e-11,0.0079889381153997,high_explanation_uptake
R2-R1,total_gap_reduction,10,0.0099963837531657,0.000967468761493,0.0093042982933208,0.0106884692130106,10.332513204601272,1.1590486639741006e-10,0.000305940485138,high_explanation_uptake
R2-R1,evidence_conversion,10,0.0,0.0,,,,,0.0,high_explanation_uptake
R2-R1,evidence_opportunity_gap,10,-0.0166666666666666,0.1146653746697238,-0.0986933343123673,0.065360000979034,-0.1453504749334526,0.6566768124903742,0.0362603752712904,high_explanation_uptake
R3-R2,placement_rate,10,0.0,0.0301743902533339,-0.0215854584511763,0.0215854584511763,0.0,1.0,0.009541980020732,high_explanation_uptake
R3-R2,ground_truth_fit,10,0.0023430996609314,0.0130715811435944,-0.0070077461820948,0.0116939455039576,0.1792514337165406,0.5846786196980442,0.0041335969033466,high_explanation_uptake
R3-R2,search_rounds,10,0.0212857512767018,0.1189903430634193,-0.0638348123775337,0.1064063149309375,0.1788863762276661,0.5854306615668773,0.0376280503645222,high_explanation_uptake
R3-R2,applications_per_hire,10,0.0638572538301057,0.3569710291902582,-0.1915044371326011,0.3192189447928126,0.1788863762276663,0.5854306615668767,0.1128841510935667,high_explanation_uptake
R3-R2,fill_rate,10,0.0,0.0603487805066678,-0.0431709169023527,0.0431709169023527,0.0,1.0,0.019083960041464,high_explanation_uptake
R3-R2,vacancy_duration,10,0.0466666666666666,0.4119211239371914,-0.2480039540570013,0.3413372873903346,0.1132902974739946,0.7284113604818521,0.130260896797803,high_explanation_uptake
R3-R2,credential_sensitivity,10,0.0003430324706576,0.0111997974715792,-0.0076688199961094,0.0083548849374246,0.0306284530169513,0.9249635728058844,0.0035416869342785,high_explanation_uptake
R3-R2,investment_alignment,10,-0.0055056543058007,0.0172555721269684,-0.0178495469933025,0.006838238381701,-0.3190653004889977,0.3393428204830818,0.0054566910250536,high_explanation_uptake
R3-R2,total_gap_reduction,10,0.0055118143382584,0.0016226359293296,0.0043510505203363,0.0066725781561805,3.396827494467878,1.9665182920946127e-06,0.0005131225349905,high_explanation_uptake
R3-R2,evidence_conversion,10,0.0856697019504109,0.014412310789276,0.0753597558963067,0.095979648004515,5.944203063824863,1.5679517879291436e-08,0.0045575728440331,high_explanation_uptake
R3-R2,evidence_opportunity_gap,10,0.0266666666666666,0.1152560220434661,-0.0557825246568339,0.1091158579901672,0.2313689661839096,0.4829952499600303,0.0364471543707927,high_explanation_uptake
R3-R0,placement_rate,10,-0.0383333333333333,0.0264108096088993,-0.0572264883793358,-0.0194401782873307,-1.4514259085952652,0.0013093796409803,0.0083518313213182,high_explanation_uptake
R3-R0,ground_truth_fit,10,0.0270279067074958,0.0155089490694421,0.0159334728863231,0.0381223405286686,1.7427297353596982,0.0003748183617651,0.0049043603174985,high_explanation_uptake
R3-R0,search_rounds,10,0.2959719771537408,0.2120658763380202,0.1442691879946171,0.4476747663128645,1.395660547866642,0.0016870895759354,0.0670611183227751,high_explanation_uptake
R3-R0,applications_per_hire,10,0.8879159314612227,0.6361976290140606,0.4328075639838515,1.343024298938594,1.3956605478666424,0.0016870895759354,0.2011833549683254,high_explanation_uptake
R3-R0,fill_rate,10,-0.0766666666666666,0.0528216192177987,-0.1144529767586717,-0.0388803565746615,-1.4514259085952652,0.0013093796409803,0.0167036626426365,high_explanation_uptake
R3-R0,vacancy_duration,10,0.86,0.321953911278702,0.6296880461625138,1.090311953837486,2.6711897879555004,1.4298796624798866e-05,0.1018107661240471,high_explanation_uptake
R3-R0,credential_sensitivity,10,-0.0255489242320527,0.0126229685093736,-0.0345788519290834,-0.0165189965350221,-2.024002849494597,0.0001252052158918,0.0039917331322201,high_explanation_uptake
R3-R0,investment_alignment,10,0.329653320028215,0.0288264708752393,0.3090321050128504,0.3502745350435797,11.435784888651511,4.6804916603969934e-11,0.0091157304870263,high_explanation_uptake
R3-R0,total_gap_reduction,10,0.0158795621712097,0.001744558194219,0.0146315804191074,0.017127543923312,9.1023401935402,3.5916716475344005e-10,0.0005516777404442,high_explanation_uptake
R3-R0,evidence_conversion,10,0.0856697019504109,0.014412310789276,0.0753597558963067,0.095979648004515,5.944203063824863,1.5679517879291436e-08,0.0045575728440331,high_explanation_uptake
R3-R0,evidence_opportunity_gap,10,0.0966666666666666,0.1261490398176442,0.0064250798515465,0.1869082534817868,0.766289357464821,0.0384072903404864,0.0398918290467027,high_explanation_uptake
R1-R0,placement_rate,10,-0.0283333333333333,0.0219426862868127,-0.0440301855041526,-0.012636481162514,-1.2912426930316745,0.0027445498585236,0.0069388866648871,high_resource_gradient
R1-R0,ground_truth_fit,10,0.0111255598843912,0.0171339987443739,-0.0011313644442894,0.0233824842130718,0.6493265261878416,0.0702319439597254,0.0054182461458686,high_resource_gradient
R1-R0,search_rounds,10,0.2902851759344343,0.1969326868627263,0.1494080183758247,0.431162333493044,1.474032475557398,0.0011830489174953,0.0622755836222934,high_resource_gradient
R1-R0,applications_per_hire,10,0.8775221944699696,0.5826236853617932,0.4607383175643312,1.294306071375608,1.5061560601077393,0.0010255236044192,0.1842417864504569,high_resource_gradient
R1-R0,fill_rate,10,-0.0566666666666666,0.0438853725736255,-0.0880603710083053,-0.025272962325028,-1.2912426930316745,0.0027445498585236,0.0138777733297742,high_resource_gradient
R1-R0,vacancy_duration,10,0.6599999999999999,0.3253867594261889,0.4272323345330604,0.8927676654669394,2.028355428979017,0.0001231976429433,0.102896328024802,high_resource_gradient
R1-R0,credential_sensitivity,10,-0.0146132984255369,0.0112598173120909,-0.0226680864997092,-0.0065585103513646,-1.2978273110918903,0.0026603936087477,0.0035606668743602,high_resource_gradient
R1-R0,investment_alignment,10,0.0026962150943217,0.0162513856138884,-0.0089293258361657,0.0143217560248091,0.1659067822510795,0.612507129615091,0.0051391393673581,high_resource_gradient
R1-R0,total_gap_reduction,10,0.0001947127191409,0.0002498612891208,1.59727204335564e-05,0.0003734527178482,0.7792832568261941,0.0359038748668216,7.901307727278387e-05,high_resource_gradient
R1-R0,evidence_conversion,10,0.0,0.0,,,,,0.0,high_resource_gradient
R1-R0,evidence_opportunity_gap,10,0.0766666666666666,0.1227765208583223,-0.0111623654203856,0.1644956987537189,0.6244407817610009,0.0797426505362291,0.0388253449103469,high_resource_gradient
R2-R1,placement_rate,10,-0.0083333333333333,0.0192450089729875,-0.0221003834076273,0.0054337167409606,-0.4330127018922194,0.2040986483824915,0.0060858061945018,high_resource_gradient
R2-R1,ground_truth_fit,10,0.0092530810230985,0.016074557613125,-0.0022459647758738,0.0207521268220709,0.5756351898321163,0.1020517198536805,0.0050832214437075,high_resource_gradient
R2-R1,search_rounds,10,-0.1006482981033085,0.1592015621821757,-0.2145342350516461,0.0132376388450291,-0.632206724128346,0.0766499918494472,0.0503439543552601,high_resource_gradient
R2-R1,applications_per_hire,10,-0.3019448943099253,0.4776046865465273,-0.6436027051549382,0.0397129165350875,-0.6322067241283456,0.0766499918494474,0.1510318630657804,high_resource_gradient
R2-R1,fill_rate,10,-0.0166666666666666,0.038490017945975,-0.0442007668152547,0.0108674334819213,-0.4330127018922194,0.2040986483824915,0.0121716123890036,high_resource_gradient
R2-R1,vacancy_duration,10,0.0366666666666666,0.3072980617664747,-0.1831611240093808,0.2564944573427142,0.1193195507185815,0.714678392811766,0.0971761795737165,high_resource_gradient
R2-R1,credential_sensitivity,10,-0.0123939846812996,0.0075821894257564,-0.0178179562493922,-0.006970013113207,-1.6346181802313882,0.0005878596707705,0.0023976988236234,high_resource_gradient
R2-R1,investment_alignment,10,0.2730044531719237,0.0176774411077766,0.2603587735955859,0.2856501327482614,15.443663565753544,3.172678739253237e-12,0.0055900977104064,high_resource_gradient
R2-R1,total_gap_reduction,10,0.0077951629096864,0.0007414154609209,0.0072647862395232,0.0083255395798497,10.513893114669216,9.921824156292567e-11,0.0002344561548973,high_resource_gradient
R2-R1,evidence_conversion,10,0.0,0.0,,,,,0.0,high_resource_gradient
R2-R1,evidence_opportunity_gap,10,-0.0033333333333333,0.1082407011374004,-0.0807640663990795,0.0740973997324129,-0.030795563021178,0.9245556023999484,0.0342287151127763,high_resource_gradient
R3-R2,placement_rate,10,0.0033333333333333,0.0137212100391427,-0.0064822290264414,0.0131488956931081,0.242932899053675,0.4620360046310464,0.0043390275977259,high_resource_gradient
R3-R2,ground_truth_fit,10,0.0006615861665969,0.0135157817693649,-0.0090070216617106,0.0103301939949045,0.048949160165969,0.8804019805014717,0.0042740654748973,high_resource_gradient
R3-R2,search_rounds,10,-0.0141737406460729,0.1855725721635989,-0.1469243617020429,0.118576880409897,-0.0763784242510659,0.8145576230936361,0.0586831999292933,high_resource_gradient
R3-R2,applications_per_hire,10,-0.0425212219382188,0.5567177164907964,-0.4407730851061286,0.3557306412296909,-0.0763784242510661,0.8145576230936356,0.1760495997878798,high_resource_gradient
R3-R2,fill_rate,10,0.0066666666666666,0.0274424200782854,-0.0129644580528828,0.0262977913862162,0.242932899053675,0.4620360046310464,0.0086780551954518,high_resource_gradient
R3-R2,vacancy_duration,10,-0.1066666666666665,0.3017643590536525,-0.3225358848915081,0.109202551558175,-0.353476689563931,0.2926045771198985,0.0954262691270394,high_resource_gradient
R3-R2,credential_sensitivity,10,-0.0036705565151158,0.0091207183234258,-0.0101951253551916,0.00285401232496,-0.4024416043732327,0.2350407363746854,0.0028842243798857,high_resource_gradient
R3-R2,investment_alignment,10,-0.0060592545295583,0.02454045235448,-0.0236144365969797,0.011495927537863,-0.2469088361548552,0.454969135000361,0.0077603724250998,high_resource_gradient
R3-R2,total_gap_reduction,10,0.0041529839264338,0.0012338912554053,0.0032703112956628,0.0050356565572049,3.365761697589412,2.124340666809369e-06,0.0003901906752045,high_resource_gradient
R3-R2,evidence_conversion,10,0.0740494851873264,0.0132840031307783,0.0645466818087881,0.0835522885658646,5.574335120093245,2.7567363779041117e-08,0.0042007706338067,high_resource_gradient
R3-R2,evidence_opportunity_gap,10,-0.0366666666666666,0.092228915419765,-0.1026432582423799,0.0293099249090465,-0.3975615076875213,0.2403253493801527,0.0291653438853481,high_resource_gradient
R3-R0,placement_rate,10,-0.0333333333333333,0.0245326690731329,-0.0508829475766918,-0.0157837190899747,-1.3587324409735149,0.0020003415634906,0.0077579111354271,high_resource_gradient
R3-R0,ground_truth_fit,10,0.0210402270740866,0.0159793132190577,0.0096093150101654,0.0324711391380079,1.316716606380371,0.0024338447991104,0.0050531025217459,high_resource_gradient
R3-R0,search_rounds,10,0.175463137185053,0.1577096784529426,0.0626444295653275,0.2882818448047785,1.112570508711091,0.0065333057717572,0.0498721792964079,high_resource_gradient
R3-R0,applications_per_hire,10,0.5330560782218254,0.4786332202051407,0.1906624987211001,0.8754496577225508,1.1137047236156306,0.0064966046853336,0.1513571139669169,high_resource_gradient
R3-R0,fill_rate,10,-0.0666666666666666,0.0490653381462658,-0.1017658951533837,-0.0315674381799495,-1.3587324409735149,0.0020003415634906,0.0155158222708543,high_resource_gradient
R3-R0,vacancy_duration,10,0.5900000000000001,0.2615480976941094,0.4028997620710288,0.7771002379289713,2.2557992399930504,5.463795552502075e-05,0.0827087706397619,high_resource_gradient
R3-R0,credential_sensitivity,10,-0.0306778396219523,0.0086490773625533,-0.0368650168435294,-0.0244906624003753,-3.546949383846854,1.3657115275052858e-06,0.002735078412467,high_resource_gradient
R3-R0,investment_alignment,10,0.269641413736687,0.026919404128553,0.2503844320887113,0.2888983953846627,10.016618958169357,1.5293736276144763e-10,0.0085126630300767,high_resource_gradient
R3-R0,total_gap_reduction,10,0.0121428595552612,0.0011354726459646,0.0113305913564296,0.0129551277540929,10.69410134926232,8.524020712672132e-11,0.0003590679782066,high_resource_gradient
R3-R0,evidence_conversion,10,0.0740494851873264,0.0132840031307783,0.0645466818087881,0.0835522885658646,5.574335120093245,2.7567363779041117e-08,0.0042007706338067,high_resource_gradient
R3-R0,evidence_opportunity_gap,10,0.0366666666666666,0.1752951655400924,-0.0887319405857092,0.1620652739190426,0.2091710091016771,0.5248900545087198,0.0554331985922952,high_resource_gradient
R1-R0,placement_rate,10,-0.0424999999999999,0.0216773477945851,-0.0580070404479844,-0.0269929595520155,-1.960571948318148,0.000158890080041,0.0068549792662517,low_credential_prior
R1-R0,ground_truth_fit,10,0.0221010662064046,0.0146138108540096,0.0116469756894398,0.0325551567233695,1.5123410606030063,0.0009978659399878,0.004621292759356,low_credential_prior
R1-R0,search_rounds,10,0.2598838155642836,0.208378976196635,0.110818475882924,0.4089491552456432,1.2471690777434594,0.003385902019871,0.0658952181275377,low_credential_prior
R1-R0,applications_per_hire,10,0.7830412772013252,0.6249938100125219,0.3359476390199502,1.2301349153827004,1.2528784520052076,0.0032945361253437,0.1976403963146118,low_credential_prior
R1-R0,fill_rate,10,-0.0849999999999999,0.0433546955891703,-0.1160140808959689,-0.053985919104031,-1.960571948318148,0.000158890080041,0.0137099585325034,low_credential_prior
R1-R0,vacancy_duration,10,0.86,0.3223371442572221,0.6294138978047338,1.090586102195266,2.668013957813462,1.4436920127379542e-05,0.1019319550327085,low_credential_prior
R1-R0,credential_sensitivity,10,-0.009226616831004,0.009911552514261,-0.0163169143709716,-0.0021363192910365,-0.9308952172455888,0.0163865619776604,0.0031343081093433,low_credential_prior
R1-R0,investment_alignment,10,-0.0018019274539663,0.0202035949378682,-0.0162547086182044,0.0126508537102716,-0.0891884567824585,0.7842920365743947,0.0063889376927111,low_credential_prior
R1-R0,total_gap_reduction,10,0.0002093278921098,0.0003920734279388,-7.114454221374676e-05,0.0004898003264335,0.5338997167197574,0.1256152049480164,0.0001239845042316,low_credential_prior
R1-R0,evidence_conversion,10,0.0,0.0,,,,,0.0,low_credential_prior
R1-R0,evidence_opportunity_gap,10,0.0533333333333333,0.0863527076787797,-0.0084396724539478,0.1151063391206144,0.6176220151859745,0.0825556635437045,0.0273071238387655,low_credential_prior
R2-R1,placement_rate,10,0.0024999999999999,0.0118178041034348,-0.0059539477788005,0.0109539477788005,0.2115452226250199,0.5203065629049572,0.0037371177908538,low_credential_prior
R2-R1,ground_truth_fit,10,-0.0002360203920408,0.0139641827818616,-0.0102253949812821,0.0097533541972005,-0.0169018406395664,0.9585423085449272,0.0044158623253589,low_credential_prior
R2-R1,search_rounds,10,0.0691393968004876,0.1741499590759457,-0.0554399790989987,0.1937187726999741,0.3970106979487511,0.2409279405597398,0.05507105251051,low_credential_prior
R2-R1,applications_per_hire,10,0.2074181904014627,0.5224498772278374,-0.1663199372969966,0.5811563180999222,0.3970106979487505,0.2409279405597405,0.1652131575315302,low_credential_prior
R2-R1,fill_rate,10,0.0049999999999999,0.0236356082068696,-0.0119078955576011,0.021907895557601,0.2115452226250199,0.5203065629049572,0.0074742355817076,low_credential_prior
R2-R1,vacancy_duration,10,0.0166666666666667,0.1957890020745121,-0.1233923480804403,0.1567256814137738,0.0851256530758752,0.7938523583924959,0.061913918736689,low_credential_prior
R2-R1,credential_sensitivity,10,-0.0112954841142969,0.0048292205568295,-0.0147501003900804,-0.0078408678385134,-2.338987002431008,4.118547343078992e-05,0.0015271336282887,low_credential_prior
R2-R1,investment_alignment,10,0.2536785738233996,0.0286486386407567,0.2331845723250763,0.274172575321723,8.854821236165346,4.5917042123069176e-10,0.0090594949967901,low_credential_prior
R2-R1,total_gap_reduction,10,0.0074240849275455,0.0009384144294249,0.0067527836847938,0.0080953861702972,7.911307301716025,1.251031783168714e-09,0.000296752698615,low_credential_prior
R2-R1,evidence_conversion,10,0.0,0.0,,,,,0.0,low_credential_prior
R2-R1,evidence_opportunity_gap,10,0.0266666666666666,0.0828504528102544,-0.0326009769139455,0.0859343102472788,0.3218650684714921,0.335339824945319,0.0261996136056702,low_credential_prior
R3-R2,placement_rate,10,0.0024999999999999,0.0215344971592381,-0.0129048512594666,0.0179048512594666,0.1160927966654433,0.7220149391772039,0.0068098059289618,low_credential_prior
R3-R2,ground_truth_fit,10,0.0030626685046713,0.0163456537696376,-0.0086303078020443,0.014755644811387,0.1873689818611198,0.5680934232321659,0.0051689495756572,low_credential_prior
R3-R2,search_rounds,10,0.0111912791035986,0.1326395390895239,-0.0836933311888581,0.1060758893960555,0.0843736278067523,0.795626026468593,0.0419443051317832,low_credential_prior
R3-R2,applications_per_hire,10,0.0335738373107963,0.3979186172685713,-0.2510799935665739,0.3182276681881666,0.0843736278067532,0.7956260264685909,0.1258329153953494,low_credential_prior
R3-R2,fill_rate,10,0.0049999999999999,0.0430689943184762,-0.0258097025189332,0.0358097025189332,0.1160927966654433,0.7220149391772039,0.0136196118579236,low_credential_prior
R3-R2,vacancy_duration,10,0.0099999999999999,0.2652974105591358,-0.1797823347796126,0.1997823347796125,0.037693545439905,0.907737154662704,0.0838944074711674,low_credential_prior
