seed,regime,placement_rate,ground_truth_fit,search_rounds,applications_per_hire,fill_rate,vacancy_duration,credential_sensitivity,investment_alignment,mean_step_gap_reduction,total_gap_reduction,evidence_conversion,task_acceptance,realized_gain,evidence_opportunity_gap,resource_q1_placement,resource_q4_placement,scenario
1005,R0,0.48333333333333334,0.5524083450726418,2.0,6.0,0.9666666666666667,1.9,0.17692380463179314,0.06046511627906977,0.0007456011161602212,0.0026717373329074594,0.0,0.0,0.01023705735184678,0.1333333333333333,0.4,0.5333333333333333,E0_L0_C0
1005,R1,0.425,0.5881731267460327,1.9215686274509804,5.764705882352941,0.85,2.933333333333333,0.17223196114851883,0.09327548806941431,0.0008066627321991238,0.0030989293295316336,0.0,0.0,0.010901029765154625,0.0,0.4666666666666667,0.4666666666666667,E0_L0_C0
1006,R0,0.45,0.5759391941273171,1.9259259259259258,5.777777777777778,0.9,2.466666666666667,0.19948468389474894,0.07623318385650224,0.0006421257722475107,0.002386567453519915,0.0,0.0,0.010579590795007069,0.06666666666666665,0.5,0.5666666666666667,E0_L0_C0
1006,R1,0.375,0.6224954423738652,2.066666666666667,6.2,0.75,3.3666666666666667,0.1906576834221863,0.06626506024096386,0.0007539892633854203,0.003129055443049494,0.0,0.0,0.010223157620748866,0.16666666666666669,0.3333333333333333,0.5,E0_L0_C0
1007,R0,0.44166666666666665,0.5712965039417576,2.1132075471698113,6.339622641509434,0.8833333333333333,2.6666666666666665,0.17305779324460324,0.0911062906724512,0.0010516352521913522,0.004040032093835111,0.0,0.0,0.011894530509776152,-0.19999999999999996,0.6,0.4,E0_L0_C0
1007,R1,0.39166666666666666,0.6187257075019691,2.2127659574468086,6.638297872340425,0.7833333333333333,3.3666666666666667,0.15284686584317952,0.0707070707070707,0.0008472215115885519,0.0034947887353027765,0.0,0.0,0.01023250042513289,-0.2,0.5333333333333333,0.3333333333333333,E0_L0_C0
1008,R0,0.4583333333333333,0.5720921385451331,2.1818181818181817,6.545454545454546,0.9166666666666666,2.4,0.1681728886416535,0.07472527472527472,0.0009029715857223474,0.003423767262530567,0.0,0.0,0.01077063333020147,-0.13333333333333336,0.5,0.36666666666666664,E0_L0_C0
1008,R1,0.43333333333333335,0.5944173853942022,2.0,6.0,0.8666666666666667,2.9,0.1567793861329242,0.0891304347826087,0.000995649862967569,0.003816657808042348,0.0,0.0,0.011238112762767507,-0.06666666666666671,0.4,0.3333333333333333,E0_L0_C0
1009,R0,0.49166666666666664,0.562991576292765,2.0338983050847457,6.0508474576271185,0.9833333333333333,1.9333333333333333,0.18140554519340987,0.053864168618266976,0.000753885396134581,0.0026825755345788837,0.0,0.0,0.010159251686244162,-0.1333333333333333,0.5333333333333333,0.4,E0_L0_C0
1009,R1,0.45,0.5977864125049976,2.388888888888889,7.166666666666667,0.9,3.1666666666666665,0.1663791279651716,0.08917197452229299,0.0010046697988096373,0.003943328960327826,0.0,0.0,0.011037767068432867,-0.16666666666666669,0.5333333333333333,0.36666666666666664,E0_L0_C0
1000,R0,0.48333333333333334,0.6160120234285431,2.1551724137931036,6.4655172413793105,0.9666666666666667,2.3,0.1687080522349356,0.0888382687927107,0.000789223489217092,0.0028872425980525284,0.0,0.0,0.010043120142951655,-0.1333333333333333,0.5666666666666667,0.43333333333333335,E0_L0_C1
1000,R1,0.475,0.6366819578678371,2.192982456140351,6.578947368421052,0.95,2.6,0.15610213855594932,0.08295964125560538,0.000873832663294015,0.0032477447319094227,0.0,0.0,0.010131577961753844,-0.13333333333333336,0.4666666666666667,0.3333333333333333,E0_L0_C1
1001,R0,0.4583333333333333,0.5821214194808555,2.2363636363636363,6.709090909090909,0.9166666666666666,2.9,0.21096127839652587,0.0851528384279476,0.0008218239077268249,0.003136627914490715,0.0,0.0,0.011100938247872,0.26666666666666666,0.3,0.5666666666666667,E0_L0_C1
1001,R1,0.4,0.607745622078255,2.2708333333333335,6.8125,0.8,3.3333333333333335,0.1813003315501751,0.07910750507099391,0.0009322793920389427,0.0038301145022933227,0.0,0.0,0.011162557375466224,0.3333333333333333,0.23333333333333334,0.5666666666666667,E0_L0_C1
1002,R0,0.43333333333333335,0.5889525183271298,1.9615384615384615,5.884615384615385,0.8666666666666667,2.6666666666666665,0.15496102501454956,0.0851528384279476,0.0009583827595611653,0.0036578275323251143,0.0,0.0,0.01015888694765541,-0.06666666666666671,0.43333333333333335,0.36666666666666664,E0_L0_C1
1002,R1,0.4083333333333333,0.6203570281299475,2.183673469387755,6.551020408163265,0.8166666666666667,3.066666666666667,0.14461469810527822,0.07851239669421488,0.0009462089641234221,0.0038163761552978026,0.0,0.0,0.010728580542880941,0.0,0.36666666666666664,0.36666666666666664,E0_L0_C1
1003,R0,0.44166666666666665,0.593077254385992,1.8679245283018868,5.60377358490566,0.8833333333333333,2.466666666666667,0.21543466312996315,0.08482142857142858,0.0010411655307118422,0.003887017981324211,0.0,0.0,0.01057156095904926,0.26666666666666666,0.3,0.5666666666666667,E0_L0_C1
1003,R1,0.4083333333333333,0.6254517407845794,2.2244897959183674,6.673469387755102,0.8166666666666667,3.2,0.1918832448303707,0.09053497942386832,0.001009159841805228,0.004087097359311173,0.0,0.0,0.010225817372494258,0.16666666666666669,0.3,0.4666666666666667,E0_L0_C1
1004,R0,0.4666666666666667,0.5845312560159617,1.8392857142857142,5.517857142857143,0.9333333333333333,2.0,0.21704641727405452,0.09048723897911833,0.0009432652144320958,0.0033878942285019437,0.0,0.0,0.011013420905695105,0.16666666666666663,0.43333333333333335,0.6,E0_L0_C1
1004,R1,0.43333333333333335,0.6217677535183503,2.076923076923077,6.230769230769231,0.8666666666666667,3.1333333333333333,0.19666640993883255,0.07112068965517242,0.0008631720054193882,0.0033375984209549677,0.0,0.0,0.010976627117853062,-0.06666666666666665,0.5,0.43333333333333335,E0_L0_C1
1005,R0,0.4583333333333333,0.5594996587312312,1.9454545454545455,5.836363636363636,0.9166666666666666,2.2666666666666666,0.20550934166585677,0.07918552036199095,0.0007427987503137028,0.0027359753969888054,0.0,0.0,0.010338915420128558,0.39999999999999997,0.23333333333333334,0.6333333333333333,E0_L0_C1
1005,R1,0.4166666666666667,0.5865360517473914,2.08,6.24,0.8333333333333334,3.066666666666667,0.20064152516409314,0.06962025316455696,0.0007706727698315725,0.0030441574408347116,0.0,0.0,0.011066617185551807,0.23333333333333334,0.26666666666666666,0.5,E0_L0_C1
1006,R0,0.44166666666666665,0.5781374353435063,1.6981132075471699,5.09433962264151,0.8833333333333333,2.2333333333333334,0.20670497649080566,0.06605922551252848,0.0008496302562039278,0.0031082306872793693,0.0,0.0,0.011051355443436224,0.19999999999999996,0.43333333333333335,0.6333333333333333,E0_L0_C1
1006,R1,0.38333333333333336,0.6028919836557249,2.152173913043478,6.456521739130435,0.7666666666666667,3.7666666666666666,0.2011213874844773,0.06237424547283702,0.0007701811689575872,0.003189833674766007,0.0,0.0,0.01022894462570532,0.2,0.3,0.5,E0_L0_C1
1007,R0,0.4666666666666667,0.5634774764606015,2.0535714285714284,6.160714285714286,0.9333333333333333,2.2666666666666666,0.1718037430267779,0.08126410835214447,0.0009296465407891794,0.003431945146413387,0.0,0.0,0.01107728693013931,0.06666666666666665,0.4666666666666667,0.5333333333333333,E0_L0_C1
1007,R1,0.4083333333333333,0.6080556602650649,2.326530612244898,6.979591836734694,0.8166666666666667,3.4,0.15983254340666722,0.06720977596741344,0.0007905663780948993,0.003234734097038296,0.0,0.0,0.01049263289910826,-0.033333333333333326,0.43333333333333335,0.4,E0_L0_C1
1008,R0,0.425,0.5908769042785567,1.8627450980392157,5.588235294117647,0.85,2.7666666666666666,0.1828485058773723,0.08078602620087336,0.0008423410908281305,0.003214935163327365,0.0,0.0,0.010464760706328123,0.03333333333333338,0.36666666666666664,0.4,E0_L0_C1
1008,R1,0.4,0.6175835722906683,1.8958333333333333,5.6875,0.8,2.7666666666666666,0.17161476754788663,0.08210526315789474,0.0008602794135716071,0.0034052726787209445,0.0,0.0,0.01066962916091896,-0.033333333333333326,0.36666666666666664,0.3333333333333333,E0_L0_C1
1009,R0,0.4666666666666667,0.5628290471532988,2.0714285714285716,6.214285714285714,0.9333333333333333,2.5,0.1989606785876954,0.07432432432432433,0.000814109500289318,0.003012205151070477,0.0,0.0,0.010269569782438103,0.1333333333333333,0.43333333333333335,0.5666666666666667,E0_L0_C1
1009,R1,0.425,0.6031358817897325,2.411764705882353,7.235294117647059,0.85,3.4,0.18457776470772627,0.10082304526748971,0.0009022898073058103,0.003654273719588532,0.0,0.0,0.010330229826838833,0.13333333333333336,0.36666666666666664,0.5,E0_L0_C1
1000,R0,0.475,0.6181976165605331,1.9473684210526316,5.842105263157895,0.95,2.033333333333333,0.16048383726161858,0.07175925925925926,0.0009487158466999753,0.0034153770481199107,0.0,0.0,0.010182156817620991,-0.26666666666666666,0.6333333333333333,0.36666666666666664,E0_L1_C0
1000,R1,0.4583333333333333,0.642488348814334,1.8363636363636364,5.509090909090909,0.9166666666666666,2.3,0.1469895944528295,0.08486238532110092,0.000903295090296853,0.0032819721614118992,0.0,0.0,0.010480309657971906,0.0,0.43333333333333335,0.43333333333333335,E0_L1_C0
1001,R0,0.4583333333333333,0.5751453987648162,2.1636363636363636,6.490909090909091,0.9166666666666666,2.433333333333333,0.18067589249502916,0.10792951541850221,0.0008758029190547993,0.0033134543770906577,0.0,0.0,0.011026702244074213,0.1333333333333333,0.4,0.5333333333333333,E0_L1_C0
1001,R1,0.45,0.5936601565493506,2.2962962962962963,6.888888888888889,0.9,2.8666666666666667,0.15523836818480616,0.05793991416309013,0.0007990226771094083,0.0031028713961082023,0.0,0.0,0.010104501120111785,-0.033333333333333326,0.5,0.4666666666666667,E0_L1_C0
1002,R0,0.45,0.5920998531530453,1.962962962962963,5.888888888888889,0.9,2.466666666666667,0.14177470756344218,0.08482142857142858,0.0009479683915161888,0.0035390819949937717,0.0,0.0,0.01063193707563303,-0.10000000000000003,0.4,0.3,E0_L1_C0
1002,R1,0.4083333333333333,0.6141132188832528,2.163265306122449,6.489795918367347,0.8166666666666667,2.9,0.13035425859435876,0.09316770186335403,0.000961862116683614,0.0038714950196515464,0.0,0.0,0.010898798308886012,-0.3,0.5,0.2,E0_L1_C0
1003,R0,0.475,0.5800057080431309,1.9824561403508771,5.947368421052632,0.95,2.2,0.19922975552479694,0.08525345622119816,0.0009482044426926935,0.0034293394010719083,0.0,0.0,0.010430944213968282,0.033333333333333326,0.43333333333333335,0.4666666666666667,E0_L1_C0
1003,R1,0.39166666666666666,0.6374095445301105,2.2127659574468086,6.638297872340425,0.7833333333333333,3.3666666666666667,0.18278557038567472,0.08484848484848485,0.0008947754973120844,0.003690948926412348,0.0,0.0,0.010628830864373346,-0.033333333333333326,0.36666666666666664,0.3333333333333333,E0_L1_C0
1004,R0,0.475,0.5930757677156315,1.8245614035087718,5.473684210526316,0.95,2.033333333333333,0.19270329834290578,0.06823529411764706,0.0009974901550778323,0.0035327776325673227,0.0,0.0,0.01097943696737889,-0.23333333333333328,0.7,0.4666666666666667,E0_L1_C0
1004,R1,0.425,0.6183555410136602,1.9411764705882353,5.823529411764706,0.85,2.7333333333333334,0.17289197873918763,0.0670995670995671,0.00086221011178054,0.0033195089303550787,0.0,0.0,0.010789681166624925,-0.2,0.5666666666666667,0.36666666666666664,E0_L1_C0
1005,R0,0.48333333333333334,0.5524167164349173,2.0,6.0,0.9666666666666667,1.9,0.17696332156342987,0.06046511627906977,0.0007375536383669818,0.002642900537481685,0.0,0.0,0.010073651778321606,0.1333333333333333,0.4,0.5333333333333333,E0_L1_C0
1005,R1,0.425,0.5881682844626046,1.9215686274509804,5.764705882352941,0.85,2.933333333333333,0.17226067672412687,0.09327548806941431,0.0008167379795116809,0.0031376350712907074,0.0,0.0,0.01081385316128465,0.0,0.4666666666666667,0.4666666666666667,E0_L1_C0
1006,R0,0.45,0.5759450863425893,1.9259259259259258,5.777777777777778,0.9,2.466666666666667,0.19950145742769224,0.07623318385650224,0.0006578475423995908,0.0024450000325851456,0.0,0.0,0.010836319695594794,0.06666666666666665,0.5,0.5666666666666667,E0_L1_C0
1006,R1,0.375,0.6225173636893387,2.066666666666667,6.2,0.75,3.3666666666666667,0.19068802232431184,0.06626506024096386,0.0007691279940600855,0.003191881175349355,0.0,0.0,0.010519841363633358,0.16666666666666669,0.3333333333333333,0.5,E0_L1_C0
1007,R0,0.44166666666666665,0.5713247283486032,2.1132075471698113,6.339622641509434,0.8833333333333333,2.6666666666666665,0.17306663270250286,0.0911062906724512,0.0010829370145291539,0.004160283030816166,0.0,0.0,0.012253616191241504,-0.19999999999999996,0.6,0.4,E0_L1_C0
1007,R1,0.39166666666666666,0.6186897853221726,2.2127659574468086,6.638297872340425,0.7833333333333333,3.3666666666666667,0.15286089403852424,0.0707070707070707,0.000877501846036349,0.00361969511489994,0.0,0.0,0.010551734939977239,-0.2,0.5333333333333333,0.3333333333333333,E0_L1_C0
1008,R0,0.43333333333333335,0.5890213431574616,1.9807692307692308,5.9423076923076925,0.8666666666666667,2.6,0.16835104763724687,0.06753812636165578,0.0009060550351988062,0.003465660509635434,0.0,0.0,0.010463610914210747,-0.10000000000000003,0.43333333333333335,0.3333333333333333,E0_L1_C0
1008,R1,0.43333333333333335,0.594400241483162,2.0,6.0,0.8666666666666667,2.9,0.15682937775052744,0.08695652173913043,0.0010096269816886566,0.0038702367631398503,0.0,0.0,0.01154268532742677,-0.06666666666666671,0.4,0.3333333333333333,E0_L1_C0
1009,R0,0.49166666666666664,0.5629653349010171,2.0338983050847457,6.0508474576271185,0.9833333333333333,1.9333333333333333,0.18143811440471916,0.053864168618266976,0.0007526775381022378,0.002678277573080463,0.0,0.0,0.010207133800374706,-0.1333333333333333,0.5333333333333333,0.4,E0_L1_C0
1009,R1,0.45,0.597781812716277,2.388888888888889,7.166666666666667,0.9,3.1666666666666665,0.16640443213389672,0.08917197452229299,0.001021317433177907,0.004008670925223285,0.0,0.0,0.011125347908800454,-0.16666666666666669,0.5333333333333333,0.36666666666666664,E0_L1_C0
1000,R0,0.48333333333333334,0.6159847704799818,2.1551724137931036,6.4655172413793105,0.9666666666666667,2.3,0.16873238297618282,0.0888382687927107,0.0008112438057055002,0.0029678002558726213,0.0,0.0,0.010107422514873498,-0.1333333333333333,0.5666666666666667,0.43333333333333335,E0_L1_C1
1000,R1,0.48333333333333334,0.6360942455019799,2.2413793103448274,6.724137931034483,0.9666666666666667,2.533333333333333,0.1563649686275993,0.1036036036036036,0.0010001526809415321,0.0037005649194836684,0.0,0.0,0.010545210947692708,-0.2,0.5333333333333333,0.3333333333333333,E0_L1_C1
1001,R0,0.4583333333333333,0.5843139886462634,2.2363636363636363,6.709090909090909,0.9166666666666666,2.9,0.21102939926922606,0.08733624454148471,0.0007936156309404027,0.0030289663247558703,0.0,0.0,0.010721072688340617,0.23333333333333334,0.3333333333333333,0.5666666666666667,E0_L1_C1
1001,R1,0.4,0.6077332064471234,2.2708333333333335,6.8125,0.8,3.3333333333333335,0.18129178685936437,0.07910750507099391,0.0009117806203871297,0.0037458987154237915,0.0,0.0,0.01083105584532066,0.3333333333333333,0.23333333333333334,0.5666666666666667,E0_L1_C1
1002,R0,0.43333333333333335,0.5889459000397202,1.9615384615384615,5.884615384615385,0.8666666666666667,2.6666666666666665,0.15494914584846778,0.0851528384279476,0.000972697008726302,0.003712460249972052,0.0,0.0,0.010335902170804807,-0.06666666666666671,0.43333333333333335,0.36666666666666664,E0_L1_C1
1002,R1,0.4083333333333333,0.6203587130388224,2.183673469387755,6.551020408163265,0.8166666666666667,3.066666666666667,0.14460426770939483,0.07851239669421488,0.0009694608148756344,0.003910158619998392,0.0,0.0,0.01090000299657544,0.0,0.36666666666666664,0.36666666666666664,E0_L1_C1
1003,R0,0.44166666666666665,0.5930684350296677,1.8679245283018868,5.60377358490566,0.8833333333333333,2.466666666666667,0.21540594183080294,0.08482142857142858,0.0010223666350102076,0.003816835437371442,0.0,0.0,0.0103340198957325,0.26666666666666666,0.3,0.5666666666666667,E0_L1_C1
1003,R1,0.4083333333333333,0.625480887194052,2.2244897959183674,6.673469387755102,0.8166666666666667,3.2,0.19184736799599597,0.09053497942386832,0.0009889617073049937,0.004005294914585224,0.0,0.0,0.010126406963306814,0.16666666666666669,0.3,0.4666666666666667,E0_L1_C1
1004,R0,0.4666666666666667,0.5845410711566166,1.8392857142857142,5.517857142857143,0.9333333333333333,2.0,0.21702114334710682,0.09048723897911833,0.0009217866189928201,0.003310750273215879,0.0,0.0,0.010843165085828015,0.16666666666666663,0.43333333333333335,0.6,E0_L1_C1
1004,R1,0.43333333333333335,0.6217445387545528,2.076923076923077,6.230769230769231,0.8666666666666667,3.1333333333333333,0.1966701855867762,0.07112068965517242,0.0008647139564981716,0.0033435606317929302,0.0,0.0,0.010887163503802545,-0.06666666666666665,0.5,0.43333333333333335,E0_L1_C1
1005,R0,0.4583333333333333,0.5595174529269216,1.9454545454545455,5.836363636363636,0.9166666666666666,2.2666666666666666,0.20554488470535953,0.07918552036199095,0.0007250460465079492,0.00267058627130428,0.0,0.0,0.009947389203305991,0.39999999999999997,0.23333333333333334,0.6333333333333333,E0_L1_C1
1005,R1,0.45,0.5812884972587864,2.3518518518518516,7.055555555555555,0.9,3.0,0.20065792681138656,0.07889125799573561,0.0006724171526503013,0.002628030371608261,0.0,0.0,0.010091348530635327,0.23333333333333334,0.3,0.5333333333333333,E0_L1_C1
1006,R0,0.44166666666666665,0.5781528056517372,1.6981132075471699,5.09433962264151,0.8833333333333333,2.2333333333333334,0.20672357103942332,0.06605922551252848,0.0008675974743941121,0.003173960760491793,0.0,0.0,0.011260599622196497,0.19999999999999996,0.43333333333333335,0.6333333333333333,E0_L1_C1
1006,R1,0.38333333333333336,0.6029309918823286,2.152173913043478,6.456521739130435,0.7666666666666667,3.7666666666666666,0.2011717203301758,0.06237424547283702,0.0007917200183938696,0.0032790404095146097,0.0,0.0,0.010464519333551277,0.2,0.3,0.5,E0_L1_C1
1007,R0,0.4666666666666667,0.5634927157900277,2.0535714285714284,6.160714285714286,0.9333333333333333,2.2666666666666666,0.17181754887546077,0.08126410835214447,0.0009384385005981942,0.003464402131375,0.0,0.0,0.011240989536757798,0.06666666666666665,0.4666666666666667,0.5333333333333333,E0_L1_C1
1007,R1,0.4083333333333333,0.6080680338639428,2.326530612244898,6.979591836734694,0.8166666666666667,3.4,0.15980910067819837,0.06720977596741344,0.0008058658110813406,0.0032973342770078184,0.0,0.0,0.010669847085696457,-0.033333333333333326,0.43333333333333335,0.4,E0_L1_C1
1008,R0,0.425,0.5908661092504203,1.8627450980392157,5.588235294117647,0.85,2.7666666666666666,0.18291538451434222,0.08078602620087336,0.0008556900734359977,0.003265883780280725,0.0,0.0,0.010676605050904352,0.03333333333333338,0.36666666666666664,0.4,E0_L1_C1
1008,R1,0.4,0.617561729907898,1.8958333333333333,5.6875,0.8,2.7666666666666666,0.17168390721512092,0.08210526315789474,0.0008905885700610626,0.0035252464231583726,0.0,0.0,0.010955143891628613,-0.033333333333333326,0.36666666666666664,0.3333333333333333,E0_L1_C1
1009,R0,0.4666666666666667,0.5628377404218295,2.0714285714285716,6.214285714285714,0.9333333333333333,2.5,0.19894534386653936,0.07432432432432433,0.0008124432370278621,0.00300603997700309,0.0,0.0,0.010240246302415799,0.1333333333333333,0.43333333333333335,0.5666666666666667,E0_L1_C1
1009,R1,0.425,0.6032109955397321,2.411764705882353,7.235294117647059,0.85,3.4,0.18455695241743808,0.102880658436214,0.0009043139628123767,0.0036624715493901254,0.0,0.0,0.01027223040984359,0.13333333333333336,0.36666666666666664,0.5,E0_L1_C1
1000,R0,0.48333333333333334,0.6237301885666394,1.9655172413793103,5.896551724137931,0.9666666666666667,2.1,0.16014070000684336,0.0794392523364486,0.0009489952752769668,0.003384749815154515,0.0,0.0,0.01021207054590369,-0.23333333333333334,0.5666666666666667,0.3333333333333333,E1_L0_C0
1000,R1,0.44166666666666665,0.6568454761992887,1.9433962264150944,5.830188679245283,0.8833333333333333,2.466666666666667,0.1468164536478033,0.08628318584070796,0.0007891667153029461,0.0029725279609744302,0.0,0.0,0.010393317428561063,-0.2,0.5333333333333333,0.3333333333333333,E1_L0_C0
1001,R0,0.4666666666666667,0.5689539085725491,2.2142857142857144,6.642857142857143,0.9333333333333333,2.4,0.18080651551838617,0.084070796460177,0.0008092576674781849,0.0030482038808344963,0.0,0.0,0.01108369039044157,0.09999999999999998,0.4,0.5,E1_L0_C0
1001,R1,0.43333333333333335,0.5907565147063761,2.4423076923076925,7.326923076923077,0.8666666666666667,3.2,0.15851587511433957,0.08074534161490683,0.0008674137320706293,0.003491340271584283,0.0,0.0,0.01122025482180711,0.4333333333333333,0.23333333333333334,0.6666666666666666,E1_L0_C0
1002,R0,0.45,0.5914941091285714,2.185185185185185,6.555555555555555,0.9,2.6,0.14143288238541943,0.09782608695652174,0.0008370727382078461,0.0032087788297967433,0.0,0.0,0.009884186999761558,-0.3,0.5666666666666667,0.26666666666666666,E1_L0_C0
1002,R1,0.4166666666666667,0.6093903538412977,2.14,6.42,0.8333333333333334,3.1333333333333333,0.13191564013070384,0.06918238993710692,0.0008093042310003176,0.0032169843182262626,0.0,0.0,0.01049754304810886,-0.06666666666666671,0.4,0.3333333333333333,E1_L0_C0
1003,R0,0.4583333333333333,0.5824050257466823,1.8181818181818181,5.454545454545454,0.9166666666666666,2.3,0.19921315953504587,0.08045977011494253,0.0009717167316213024,0.003522473152127221,0.0,0.0,0.010205133926585525,0.0,0.4666666666666667,0.4666666666666667,E1_L0_C0
1003,R1,0.39166666666666666,0.6289907690199794,2.1914893617021276,6.574468085106383,0.7833333333333333,3.5,0.18250640974541088,0.08502024291497975,0.0009209515297724484,0.0037912504642299127,0.0,0.0,0.010115741292896649,0.13333333333333336,0.3,0.43333333333333335,E1_L0_C0
1004,R0,0.475,0.5889624587051719,1.8771929824561404,5.631578947368421,0.95,2.1,0.19317540650507123,0.08644859813084112,0.0009389986111288522,0.0033490950463595727,0.0,0.0,0.01090325156241029,-0.09999999999999998,0.5666666666666667,0.4666666666666667,E1_L0_C0
1004,R1,0.43333333333333335,0.6058413072422494,2.230769230769231,6.6923076923076925,0.8666666666666667,2.7666666666666666,0.17597405305512642,0.0635593220338983,0.0008337676127731957,0.00327948594357457,0.0,0.0,0.010635029037233455,-0.10000000000000003,0.4666666666666667,0.36666666666666664,E1_L0_C0
1005,R0,0.48333333333333334,0.5557755427009321,2.2241379310344827,6.672413793103448,0.9666666666666667,2.466666666666667,0.17653252410461698,0.08577878103837472,0.000791178344787641,0.0029207667228410414,0.0,0.0,0.010667435997371544,0.3,0.3333333333333333,0.6333333333333333,E1_L0_C0
1005,R1,0.44166666666666665,0.5773814578824937,2.1320754716981134,6.39622641509434,0.8833333333333333,2.9,0.17381947030144348,0.09523809523809523,0.0007674308719430785,0.0029546088569808522,0.0,0.0,0.010386098861016204,0.2,0.36666666666666664,0.5666666666666667,E1_L0_C0
1006,R0,0.44166666666666665,0.5826984876448075,2.018867924528302,6.056603773584905,0.8833333333333333,2.5,0.19896511183939486,0.06578947368421052,0.0008671924447709057,0.0032953312901294416,0.0,0.0,0.010970107581401864,0.033333333333333326,0.5,0.5333333333333333,E1_L0_C0
1006,R1,0.43333333333333335,0.586642905181493,2.1538461538461537,6.461538461538462,0.8666666666666667,2.6666666666666665,0.19325936867788762,0.06623931623931624,0.0007211116054959566,0.0028123352614342306,0.0,0.0,0.010555263330113154,0.23333333333333334,0.36666666666666664,0.6,E1_L0_C0
1007,R0,0.44166666666666665,0.5781269286158589,2.207547169811321,6.622641509433962,0.8833333333333333,2.9,0.17267379102983568,0.09656652360515021,0.0009252617850889077,0.003593099932095258,0.0,0.0,0.010474675470552357,-0.1333333333333333,0.5666666666666667,0.43333333333333335,E1_L0_C0
1007,R1,0.425,0.602019361958967,2.607843137254902,7.823529411764706,0.85,3.3666666666666667,0.15360370920064625,0.10483870967741936,0.0010188393475612973,0.0042112026365866955,0.0,0.0,0.011067958460015799,-0.033333333333333326,0.4666666666666667,0.43333333333333335,E1_L0_C0
1008,R0,0.43333333333333335,0.570355870753339,1.8461538461538463,5.538461538461538,0.8666666666666667,2.566666666666667,0.16859624029289597,0.08185840707964602,0.0009148001005880233,0.0034457470455482213,0.0,0.0,0.01046574083882126,-0.10000000000000003,0.43333333333333335,0.3333333333333333,E1_L0_C0
1008,R1,0.4,0.6132441621939733,1.9791666666666667,5.9375,0.8,2.8,0.1580146548566623,0.06889352818371608,0.0008418724967060149,0.003360474382684843,0.0,0.0,0.010901651032922344,0.033333333333333326,0.3333333333333333,0.36666666666666664,E1_L0_C0
