round,student,regime,target_job,target_skill,attempted,accepted,completed,action,resource,quality,alignment_effort,realized_gain,evidence_gain,weak_before,strong_after,gap_before,gap_after,seed,condition
1,60,R3,10,58,True,False,False,LSM refused; self-study,0.8698985847017889,0.3283678994341581,0.65,0.016712763679266093,0.0027344554946219617,True,False,0.30912175437119105,0.30588647046357414,1000,R3
1,61,R3,23,25,True,False,False,LSM task,0.24167084085927232,0.6884201175930789,0.0,0.02443633686481613,0.015943051429884038,True,False,0.3460298680691646,0.3460298680691646,1000,R3
1,63,R3,17,40,True,True,True,LSM task,0.4166128885167082,0.8309895603859216,0.82,0.09331460310464797,0.13868434681640962,True,True,0.5091233880869867,0.49365690036564974,1000,R3
1,64,R3,20,72,True,False,False,LSM task,0.7344706196112383,0.12276026425165205,0.0,0.0,0.0003856952486281872,True,False,0.50702427102591,0.50702427102591,1000,R3
1,65,R3,24,21,True,True,True,LSM task,0.4673371930948732,0.5610132904638505,0.82,0.07496200671794687,0.08933894620092306,True,True,0.766027201874151,0.7409309431306216,1000,R3
1,66,R3,2,31,True,True,True,LSM task,0.40100140854203403,0.5732252267106216,0.82,0.05486721928729165,0.10077780537363815,True,True,0.5046276499615849,0.4894818391343692,1000,R3
1,68,R3,26,52,True,False,False,LSM task,0.5650686274986593,0.30616450117561156,0.0,0.00930483609517369,0.007433467357379509,False,True,0.5884598077210953,0.5857287467120296,1000,R3
1,69,R3,29,70,True,False,False,LSM task,0.33382039506421524,0.6100317279403967,0.0,0.014248924394216763,0.008808501462865052,False,False,0.2860219567955263,0.2860219567955263,1000,R3
1,70,R3,17,40,True,True,True,LSM task,0.12326256600848737,0.8268839482773052,0.82,0.08645043875015845,0.134060212252358,True,True,0.7543349215694827,0.740006139096561,1000,R3
1,71,R3,14,59,True,True,True,LSM task,0.7179676335211604,0.8163513121776567,0.82,0.08806160956390356,0.12012427284653886,True,True,0.44953184208202224,0.43016210921590603,1000,R3
1,72,R3,15,42,True,False,False,LSM task,0.4122194082537023,0.2106341697332157,0.0,0.007089611584063205,0.007715324768553409,True,False,0.4343708026325982,0.4343708026325982,1000,R3
1,73,R3,6,57,True,False,False,LSM task,0.5969565718810445,0.207690283622032,0.0,0.00298298064835114,0.010278339969209032,True,False,0.5133738859085986,0.5133738859085986,1000,R3
1,74,R3,9,54,True,False,False,LSM refused; self-study,0.4750688949253126,0.16702562870239432,0.65,0.013027066039810666,0.0,True,False,0.2786671301172755,0.2747239781274132,1000,R3
1,75,R3,17,13,True,False,False,LSM task,0.5064376121596886,0.21930450020495673,0.0,0.0030184470672271015,0.0042906033530002346,True,False,0.3894953602092053,0.3894953602092053,1000,R3
1,76,R3,5,56,True,False,False,LSM task,0.7678515966675123,0.24300760654676218,0.0,0.013458491910246145,0.00939836964715555,True,False,0.6258814410726539,0.6258814410726539,1000,R3
1,77,R3,22,34,True,False,False,LSM task,0.17766172512998252,0.812955212067966,0.0,0.007988366442458882,0.006314057881909769,True,False,0.6173976461102851,0.6173976461102851,1000,R3
1,78,R3,25,48,True,False,False,LSM task,0.6606751347341278,0.17935313703316053,0.0,0.009094825468220701,0.0034477164549400995,True,False,0.2642908667658461,0.2642908667658461,1000,R3
1,79,R3,24,62,True,True,False,LSM task,0.7684357952612547,0.4075240085299927,0.82,0.04397050478102726,0.06891413360227304,True,False,0.7877311471243393,0.7730104210741379,1000,R3
1,81,R3,1,45,True,True,True,LSM task,0.26526389252464655,0.7156620903455183,0.82,0.07359008380741097,0.12015365874051163,True,True,0.5407311695588594,0.5198105464020397,1000,R3
1,82,R3,3,42,True,True,False,LSM task,0.7412123664193072,0.3234606305235674,0.82,0.0306980885260892,0.04098376938110444,True,False,0.8589895827784529,0.8523447111278039,1000,R3
1,83,R3,20,70,True,False,False,LSM task,0.7237393693932179,0.2961197515279169,0.0,0.013956017791030877,0.00998330687120028,True,False,0.7586389616581748,0.7543243981228522,1000,R3
1,85,R3,3,42,True,False,False,LSM refused; self-study,0.539017085064251,0.5617273641432624,0.65,0.018844198932254943,0.013811030691538034,True,False,0.719762371034873,0.7156833781960283,1000,R3
1,86,R3,28,56,True,False,False,LSM task,0.0986787836971881,0.24689720524449724,0.0,0.006657953316399639,0.0025072818620820885,True,False,0.7862039259826727,0.7862039259826727,1000,R3
1,88,R3,9,28,True,False,False,LSM task,0.917864327125076,0.15151136790624933,0.0,0.0027700505491710116,0.0064999420805246025,False,True,0.433876037498055,0.43303757315761154,1000,R3
1,89,R3,0,44,True,True,False,LSM task,0.5667263427834139,0.3790269578909855,0.82,0.04889017865908963,0.0729349720528039,True,False,0.5343355413439995,0.525062054929427,1000,R3
1,90,R3,19,31,True,False,False,LSM refused; self-study,0.47875593524596644,0.19252749025025417,0.65,0.00048647873825251754,0.002841706682505058,True,False,0.7121284086604217,0.7120315482059878,1000,R3
1,91,R3,8,50,True,False,False,LSM refused; self-study,0.6347439224596445,0.7924972719560659,0.65,0.038399511163272296,0.004274670570852309,True,False,0.4379997845800685,0.4270971076143577,1000,R3
1,92,R3,24,18,True,False,False,LSM task,0.4801842820575242,0.4620385611156248,0.0,0.022313067818450036,0.008362068860329638,True,False,0.005123106173726896,0.005123106173726896,1000,R3
1,93,R3,5,20,True,False,False,LSM refused; self-study,0.5185704310922016,0.12170521902747788,0.65,0.0,0.0,True,False,0.4590810628965769,0.4590810628965769,1000,R3
1,94,R3,18,65,True,False,False,LSM refused; self-study,0.8161618111200404,0.3784820631630474,0.65,0.007628453936834987,0.014284741856760689,True,False,0.7465942049074008,0.7439046465409812,1000,R3
1,95,R3,3,49,True,False,False,LSM task,0.5964620815269633,0.08745561848747106,0.0,0.0,0.012414061624453994,True,False,0.7194426478732936,0.7194426478732936,1000,R3
1,96,R3,0,24,True,False,False,LSM refused; self-study,0.435349076902339,0.2852499872590598,0.65,0.003187813373004179,0.0,True,False,0.7099807883466913,0.7093761240804205,1000,R3
1,98,R3,4,64,True,False,False,LSM task,0.20423100884373765,0.3497115291391023,0.0,0.00279230040787488,0.0,True,False,0.4319915642386625,0.4319915642386625,1000,R3
1,99,R3,22,48,True,False,False,LSM task,0.8717339593490514,0.46942498716936876,0.0,0.008413199737157085,0.004466026015842062,False,True,0.5848735037293008,0.5848735037293008,1000,R3
1,100,R3,24,20,True,False,False,LSM task,0.6207522153112611,0.2702622203297825,0.0,0.012008863920064604,0.0,True,False,0.8833073714396424,0.8833073714396424,1000,R3
1,101,R3,26,35,True,False,False,LSM task,0.6062905465893254,0.19111003353689002,0.0,0.01312437270138811,0.005609897381074507,True,False,0.6235512165654052,0.6235512165654052,1000,R3
1,102,R3,18,21,True,True,False,LSM task,0.06208400789099235,0.4879949369936887,0.82,0.062421837769369624,0.08379516578935042,True,False,0.5017716447077438,0.4797636235005599,1000,R3
1,103,R3,6,3,True,False,False,LSM task,0.9085048452829617,0.31582414361532585,0.0,0.011532893585562478,0.005685807413609016,True,False,0.5012446641392423,0.5012446641392423,1000,R3
1,104,R3,24,62,True,True,True,LSM task,0.5320859796096551,0.6763957269460501,0.82,0.08067529857913375,0.11465468043783227,True,True,0.28423286285263605,0.2572238718183993,1000,R3
1,105,R3,24,28,True,False,False,LSM task,0.6701698216594183,0.18568908745203128,0.0,0.0038298705572089274,0.005654762617609322,True,False,0.18996500916951067,0.18996500916951067,1000,R3
1,106,R3,8,70,True,False,False,LSM task,0.27815104255118417,0.2338151012787651,0.0,0.001882098425877565,0.006686757997423805,True,False,0.5372877352392487,0.5372877352392487,1000,R3
1,107,R3,28,9,True,False,False,LSM refused; self-study,0.4826689308007785,0.46014722129062985,0.65,0.011450028648836364,0.0023359128670337346,True,False,0.5271481590573802,0.5235773050007906,1000,R3
1,108,R3,2,45,True,False,False,LSM task,0.73771902859173,0.3232754756394037,0.0,0.007195331750426541,0.017962684416211235,True,False,0.7801901588443784,0.7801901588443784,1000,R3
1,109,R3,25,69,True,False,False,LSM task,0.4512876144629852,0.11145547437116222,0.0,0.009533460462081322,0.0,True,False,0.5139653212657942,0.5139653212657942,1000,R3
1,110,R3,19,9,True,True,False,LSM task,0.5294377736335583,0.2723652501732394,0.82,0.038899396383610015,0.04028183565442957,True,False,0.42232963828877196,0.4145845655555669,1000,R3
1,111,R3,27,28,True,False,False,LSM refused; self-study,0.2989884451379401,0.6341826397961606,0.65,0.012171528948977217,0.010998887787868287,True,False,0.7949342621555002,0.7928801060511053,1000,R3
1,112,R3,13,60,True,False,False,LSM task,0.376459817789856,0.24601383906248256,0.0,0.008873956380009313,0.005012072237296632,True,False,0.47179395018905423,0.47179395018905423,1000,R3
1,113,R3,5,40,True,True,False,LSM task,0.6960745326938569,0.266862038471799,0.82,0.041685462635099965,0.046301512872572885,True,False,0.527736033300519,0.5151666663119208,1000,R3
1,114,R3,22,46,True,True,False,LSM task,0.5116394923852003,0.3586586616867048,0.82,0.05254151863699624,0.06472996515236816,True,False,0.5631996617040722,0.5540118554888144,1000,R3
1,115,R3,26,46,True,False,False,LSM task,0.3973532484702054,0.206338540188925,0.0,0.015855937625160903,0.00614160252539151,True,False,0.39787599862160966,0.39787599862160966,1000,R3
1,116,R3,9,28,True,False,False,LSM task,0.8124783496948482,0.4002548098874244,0.0,0.013700302237583964,0.01957345689296993,False,True,0.4881264794680468,0.4881264794680468,1000,R3
1,118,R3,15,13,True,True,False,LSM task,0.4204825392041392,0.46866571776889954,0.82,0.05888074919730411,0.07362796939118457,True,False,0.7782111829531058,0.7687106862260357,1000,R3
1,119,R3,14,59,True,True,True,LSM task,0.35867212267268794,0.57589006603058,0.82,0.06381583830235582,0.10458292159470825,True,True,0.60824296566871,0.5942062503887457,1000,R3
2,1,R3,7,72,True,False,False,LSM refused; self-study,0.35483655988920343,0.5136120365909769,0.65,0.012916175360990982,0.0002561034206516053,True,False,0.6492866568251399,0.6467597371626074,1000,R3
2,4,R3,2,48,True,False,False,LSM refused; self-study,0.6134118115327748,0.42621139977482847,0.65,0.021584999319297707,0.012397199637147551,False,True,0.2167427663716045,0.21078433945217456,1000,R3
2,6,R3,22,42,True,True,False,LSM task,0.5028888634148974,0.5142775698873778,0.82,0.053288732651036695,0.0829644366171956,True,False,0.7378979543347406,0.7285794846415242,1000,R3
2,7,R3,24,21,True,False,False,LSM refused; self-study,0.6312534740606498,0.36016510337454977,0.65,0.021970964306113616,0.008109533832689534,True,False,0.5601748801673158,0.5528193005982449,1000,R3
2,9,R3,26,63,True,False,False,LSM task,0.639163019576467,0.44148521484151876,0.0,0.011533704616992399,0.013758242159842171,True,False,0.6238183593136678,0.6238183593136678,1000,R3
2,12,R3,16,13,True,True,False,LSM task,0.5916484970098604,0.03755851411422072,0.82,0.007024695346376499,0.0049600590047734466,True,False,0.6348079514442782,0.6324676631984366,1000,R3
2,13,R3,6,55,True,True,False,LSM task,0.609056347174334,0.0,0.82,0.008346246104512331,0.0,True,False,0.48332237250313453,0.4816381244949699,1000,R3
2,14,R3,19,45,True,False,False,LSM task,0.38382711328196445,0.6184285289000567,0.0,0.012716820894643236,0.008636006499835681,True,False,0.3621431904013832,0.3621431904013832,1000,R3
2,19,R3,4,60,True,False,False,LSM refused; self-study,0.48479369019996055,0.3951275312872526,0.65,0.005262516549164462,0.01592462723000431,True,False,0.5091527805893614,0.5079700973881015,1000,R3
2,20,R3,3,58,True,False,False,LSM task,0.5158908236541704,0.17633443296940174,0.0,0.02018690556908247,0.008621196876021434,True,False,0.6525248932816002,0.6525248932816002,1000,R3
2,21,R3,11,26,True,False,False,LSM task,0.3388395064578726,0.1007129999795516,0.0,0.0,0.00486604780698817,True,False,0.6553017149153438,0.6553017149153438,1000,R3
2,23,R3,19,31,True,True,False,LSM task,0.6520402381118959,0.3818119175221923,0.0,0.048357162727290647,0.05989083911701028,True,False,0.3704113637202925,0.36078320037295314,1000,R3
2,24,R3,29,41,True,False,False,LSM task,0.6410128073069619,0.20369248980943003,0.0,0.0007680395867205357,0.013029487587645747,True,False,0.6183844419186961,0.6183844419186961,1000,R3
2,25,R3,18,4,True,False,False,LSM task,0.6163885919420735,0.3316195895153097,0.0,0.010009929164263125,0.017495191282246653,True,False,0.5599241506665616,0.5599241506665616,1000,R3
2,27,R3,15,37,True,False,False,LSM task,0.6965250411809991,0.28618361831329087,0.0,4.2755743901064236e-05,0.004560107079057188,True,False,0.7427998128609938,0.7427998128609938,1000,R3
2,28,R3,9,31,True,False,False,LSM task,0.2595541385655563,0.2806749020284695,0.0,0.012833200897139546,0.004631820845815635,True,False,0.6702016367724307,0.6702016367724307,1000,R3
2,30,R3,5,6,True,True,False,LSM task,0.18718886950939154,0.26754505777342347,0.82,0.006429578580701825,0.05559690329245601,True,False,0.7462822148029216,0.7443435117718361,1000,R3
2,31,R3,8,39,True,False,False,LSM task,0.5745710942557171,0.524096435819741,0.0,0.0,0.009962633560776715,True,False,0.7826272143564577,0.7826272143564577,1000,R3
2,32,R3,25,43,True,False,False,LSM task,0.19610613087096393,0.5640805809176421,0.0,0.016525240680631128,0.017278808686717603,True,False,0.4345969103537859,0.4345969103537859,1000,R3
2,33,R3,7,72,True,False,False,LSM refused; self-study,0.4047728848197262,0.26442666806395665,0.65,0.0,0.011419040443120223,True,False,0.6956008622949554,0.6956008622949554,1000,R3
2,34,R3,18,37,True,False,False,LSM task,0.439063597888557,0.3108630376430648,0.0,0.004202354703717606,0.0,True,False,0.21694410507768214,0.21694410507768214,1000,R3
2,37,R3,8,31,True,False,False,LSM task,0.8350498148902974,0.5806289951364793,0.0,0.026926727917041746,0.018712974812785048,True,False,0.7640686296253966,0.7640686296253966,1000,R3
2,39,R3,23,48,True,False,False,LSM task,0.6417251707603758,0.20334550417636624,0.0,0.009662055086898116,0.005599734222608066,False,True,0.49256919224996093,0.49256919224996093,1000,R3
2,40,R3,10,31,True,False,False,LSM refused; self-study,0.39392874080526835,0.483301646085902,0.65,0.019356296157558187,0.008191232227945478,True,False,0.7271701932768513,0.7234231700632516,1000,R3
2,42,R3,10,35,True,False,False,LSM task,0.26446008925926945,0.17306342019383014,0.0,0.003047495127792608,0.002817860712347351,True,False,0.7320004973988521,0.7320004973988521,1000,R3
2,43,R3,26,52,True,False,False,LSM refused; self-study,0.8479972063218032,0.23242855619508807,0.65,0.013521615473297294,0.012054406639973377,True,False,0.6122366819687061,0.6082679546938801,1000,R3
2,45,R3,14,51,True,False,False,LSM task,0.21625633722575205,0.4742069304939252,0.0,0.006970781990700057,0.008822891728234288,True,False,0.3198446430379778,0.3198446430379778,1000,R3
2,46,R3,17,40,True,True,False,LSM task,0.6823983044460152,0.4937199715490575,0.82,0.05498190017661348,0.09134613231889409,False,True,0.7292440197782868,0.720131010070431,1000,R3
2,47,R3,25,13,True,False,False,LSM refused; self-study,0.0817054444865895,0.5301296510206839,0.65,0.015922514334027478,0.0,False,True,0.3225217547075765,0.3176475024380489,1000,R3
2,48,R3,13,40,True,False,False,LSM task,0.07960125971247363,0.40857708210007965,0.0,0.012688336587445639,0.006765522455687998,True,False,0.5199563470642943,0.5199563470642943,1000,R3
2,50,R3,15,60,True,False,False,LSM task,0.5279467824839226,0.13208327819070734,0.0,0.0,0.0011326967470454716,True,False,0.45185600231538214,0.45185600231538214,1000,R3
2,51,R3,6,68,True,False,False,LSM task,0.13170819528277966,0.22656174195393772,0.0,0.002598486678578065,0.005072453517203851,True,False,0.5596225432409433,0.5596225432409433,1000,R3
2,52,R3,28,34,True,False,False,LSM task,0.34215722407136073,0.40206348431965755,0.0,0.012093792371475644,0.011845078142787943,True,False,0.8046478897673713,0.8046478897673713,1000,R3
2,53,R3,23,34,True,False,False,LSM task,0.6036159631441683,0.13392363112363756,0.0,0.008695219809832854,0.0,True,False,0.5342674087380719,0.5342674087380719,1000,R3
2,56,R3,24,29,True,False,False,LSM task,0.4709597905156488,0.3546580943711155,0.0,0.02286938409384606,0.006764931158450644,True,False,0.29805286609017656,0.29805286609017656,1000,R3
2,57,R3,5,27,True,False,False,LSM task,0.8090537492155264,0.10123435358679292,0.0,0.027616069328642242,0.006384405007297735,True,False,0.4866774325590617,0.4866774325590617,1000,R3
2,58,R3,21,59,True,False,False,LSM refused; self-study,0.30480543651655617,0.44840207545657385,0.65,0.007679196343041948,0.011993549535883212,True,False,0.44077366569535825,0.43881964797000145,1000,R3
2,63,R3,17,40,True,True,False,LSM task,0.4166128885167082,0.24315451381739875,0.82,0.03500753451239641,0.04062421870352895,False,True,0.49365690036564974,0.4878545544875555,1000,R3
2,64,R3,20,48,True,False,False,LSM task,0.7344706196112383,0.2144635950895823,0.0,0.005544251637405543,0.0,True,False,0.50702427102591,0.50702427102591,1000,R3
2,65,R3,24,21,True,True,False,LSM task,0.4673371930948732,0.3665613753252981,0.0,0.04325226778994397,0.06286862486858581,False,True,0.7409309431306216,0.7264506730414676,1000,R3
2,66,R3,2,31,True,True,True,LSM task,0.40100140854203403,0.5570578668638653,0.82,0.06598574159807258,0.09326971549766438,False,True,0.4894818391343692,0.4712668179884109,1000,R3
2,68,R3,26,34,True,False,False,LSM task,0.5650686274986593,0.5435646768210304,0.0,0.029891772835853092,0.016979809118033727,True,False,0.5857287467120296,0.5857287467120296,1000,R3
2,69,R3,29,36,True,False,False,LSM refused; self-study,0.33382039506421524,0.16929104617539956,0.65,0.012165354531447223,0.005761461756909222,True,False,0.2860219567955263,0.28201464076603766,1000,R3
2,70,R3,17,13,True,False,False,LSM task,0.12326256600848737,0.3242230563527505,0.0,0.012172590875844571,0.013652088835426174,True,False,0.740006139096561,0.740006139096561,1000,R3
2,71,R3,14,26,True,False,False,LSM task,0.7179676335211604,0.7829530613178936,0.0,0.027595400817887437,0.018303995849721665,True,False,0.43016210921590603,0.43016210921590603,1000,R3
2,72,R3,15,70,True,True,True,LSM task,0.4122194082537023,0.5502273773330402,0.82,0.05869937660590699,0.08238360721993589,True,True,0.4343708026325982,0.4248995706437396,1000,R3
2,73,R3,6,55,True,True,False,LSM task,0.5969565718810445,0.15897705937394227,0.82,0.0342107819654731,0.025963795398735497,True,False,0.5133738859085986,0.5064702503505778,1000,R3
2,75,R3,17,44,True,False,False,LSM refused; self-study,0.5064376121596886,0.2217600749303773,0.65,0.003353278574654537,0.0,True,False,0.3894953602092053,0.38893956893779025,1000,R3
2,76,R3,5,6,True,False,False,LSM refused; self-study,0.7678515966675123,0.08298739047247676,0.65,0.0082655769123446,0.0,True,False,0.6258814410726539,0.623389131691487,1000,R3
2,77,R3,22,42,True,True,False,LSM task,0.17766172512998252,0.4972990887573337,0.82,0.051359313657011324,0.08445889696117599,True,False,0.6173976461102851,0.6084165691739783,1000,R3
2,79,R3,24,16,True,False,False,LSM task,0.7684357952612547,0.7529480969026813,0.0,0.030754974737557717,0.012172547974877532,True,False,0.7730104210741379,0.7730104210741379,1000,R3
2,81,R3,1,20,True,False,False,LSM task,0.26526389252464655,0.6381599985439438,0.0,0.002435931303598886,0.010693444784231636,True,False,0.5198105464020397,0.5198105464020397,1000,R3
2,82,R3,3,42,True,False,False,LSM task,0.7412123664193072,0.45056072687233184,1.0,0.01611281180347907,0.01122687062262128,True,False,0.8523447111278039,0.8488569510910774,1000,R3
2,83,R3,6,63,True,False,False,LSM refused; self-study,0.7237393693932179,0.2117681912043243,0.65,0.008962671459139626,0.00015893066304989607,True,False,0.8535817878715559,0.8517731470330442,1000,R3
2,85,R3,3,42,True,False,False,LSM refused; self-study,0.539017085064251,0.362734319184419,0.65,0.02564459296675928,0.004612733245488708,True,False,0.7156833781960283,0.7101323801704531,1000,R3
